ValueDate,MVAr,MW,Volts
2026-02-26T00:05:00+00:00,-1.758,24.175,34.002
2026-02-26T00:10:00+00:00,-1.721,24.38,33.93
2026-02-26T00:15:00+00:00,-1.785,24.048,33.886
2026-02-26T00:20:00+00:00,-1.812,23.968,33.906
2026-02-26T00:25:00+00:00,-1.85,23.85,33.957
2026-02-26T00:30:00+00:00,-1.879,23.914,34.046
2026-02-26T00:35:00+00:00,-1.804,23.977,33.896
2026-02-26T00:40:00+00:00,-1.786,24.324,33.778
2026-02-26T00:45:00+00:00,-1.91,24.389,33.772
2026-02-26T00:50:00+00:00,-1.926,24.118,33.772
2026-02-26T00:55:00+00:00,-1.92,23.898,33.754
2026-02-26T01:00:00+00:00,-1.979,23.912,33.825
2026-02-26T01:05:00+00:00,-1.987,24.05,33.81
2026-02-26T01:10:00+00:00,-1.97,23.8,33.849
2026-02-26T01:15:00+00:00,-1.938,23.698,33.901
2026-02-26T01:20:00+00:00,-1.912,23.647,33.952
2026-02-26T01:25:00+00:00,-1.95,23.438,33.984
2026-02-26T01:30:00+00:00,-2.014,23.206,34.014
2026-02-26T01:35:00+00:00,-2.014,23.075,34.009
2026-02-26T01:40:00+00:00,-1.999,23.068,34.018
2026-02-26T01:45:00+00:00,-1.912,23.062,34.045
2026-02-26T01:50:00+00:00,-1.818,22.749,34.076
2026-02-26T01:55:00+00:00,-1.781,22.604,34.103
2026-02-26T02:00:00+00:00,-1.684,22.685,34.185
2026-02-26T02:05:00+00:00,-1.618,22.707,34.138
2026-02-26T02:10:00+00:00,-1.546,22.667,34.139
2026-02-26T02:15:00+00:00,-1.49,22.497,34.19
2026-02-26T02:20:00+00:00,-1.412,22.332,34.181
2026-02-26T02:25:00+00:00,-1.32,22.272,34.204
2026-02-26T02:30:00+00:00,-1.246,22.106,34.206
2026-02-26T02:35:00+00:00,-1.22,21.769,34.225
2026-02-26T02:40:00+00:00,-1.488,21.629,34.186
2026-02-26T02:45:00+00:00,-2.052,21.838,34.016
2026-02-26T02:50:00+00:00,-2.082,21.538,34.083
2026-02-26T02:55:00+00:00,-2.045,21.458,34.106
2026-02-26T03:00:00+00:00,-2.022,21.462,34.1
2026-02-26T03:05:00+00:00,-2.058,21.48,34.057
2026-02-26T03:10:00+00:00,-1.999,21.455,33.993
2026-02-26T03:15:00+00:00,-2.066,21.226,34.06
2026-02-26T03:20:00+00:00,-2.05,21.204,34.082
2026-02-26T03:25:00+00:00,-2.017,21.34,34.12
2026-02-26T03:30:00+00:00,-1.915,21.197,34.136
2026-02-26T03:35:00+00:00,-1.89,21.366,34.12
2026-02-26T03:40:00+00:00,-1.89,21.26,34.125
2026-02-26T03:45:00+00:00,-1.89,21.019,34.154
2026-02-26T03:50:00+00:00,-1.89,21.021,34.193
2026-02-26T03:55:00+00:00,-1.89,21.337,34.195
2026-02-26T04:00:00+00:00,-1.89,21.215,34.222
2026-02-26T04:05:00+00:00,-1.887,21.374,34.064
2026-02-26T04:10:00+00:00,-1.872,21.148,34.042
2026-02-26T04:15:00+00:00,-1.854,21.181,34.024
2026-02-26T04:20:00+00:00,-1.838,21.422,34.01
2026-02-26T04:25:00+00:00,-1.821,21.496,34.009
2026-02-26T04:30:00+00:00,-1.804,21.522,34.026
2026-02-26T04:35:00+00:00,-1.8,21.453,34.049
2026-02-26T04:40:00+00:00,-1.837,21.402,34.055
2026-02-26T04:45:00+00:00,-1.878,21.37,34.064
2026-02-26T04:50:00+00:00,-1.916,21.559,34.079
2026-02-26T04:55:00+00:00,-1.938,21.546,34.1
2026-02-26T05:00:00+00:00,-1.959,21.582,34.069
2026-02-26T05:05:00+00:00,-2.007,22.004,33.836
2026-02-26T05:10:00+00:00,-2.043,22.117,33.766
2026-02-26T05:15:00+00:00,-1.95,22.008,33.787
2026-02-26T05:20:00+00:00,-1.998,22.094,33.799
2026-02-26T05:25:00+00:00,-1.997,22.275,33.749
2026-02-26T05:30:00+00:00,-2.092,22.325,33.737
2026-02-26T05:35:00+00:00,-2.203,22.39,33.719
2026-02-26T05:40:00+00:00,-2.278,22.571,33.74
2026-02-26T05:45:00+00:00,-2.394,22.752,33.738
2026-02-26T05:50:00+00:00,-2.379,22.904,33.673
2026-02-26T05:55:00+00:00,-2.168,23.11,33.638
2026-02-26T06:00:00+00:00,-1.962,23.263,33.556
2026-02-26T06:05:00+00:00,-1.678,24.11,33.644
2026-02-26T06:10:00+00:00,-1.592,24.464,33.726
2026-02-26T06:15:00+00:00,-1.522,25.036,33.884
2026-02-26T06:20:00+00:00,-1.485,25.617,33.906
2026-02-26T06:25:00+00:00,-1.51,25.708,33.844
2026-02-26T06:30:00+00:00,-1.464,25.962,33.834
2026-02-26T06:35:00+00:00,-1.364,26.554,33.776
2026-02-26T06:40:00+00:00,-1.316,27.172,33.696
2026-02-26T06:45:00+00:00,-1.336,27.406,33.84
2026-02-26T06:50:00+00:00,-1.374,27.325,33.838
2026-02-26T06:55:00+00:00,-1.545,27.758,33.746
2026-02-26T07:00:00+00:00,-1.71,27.76,33.664
2026-02-26T07:05:00+00:00,-1.815,28.256,33.646
2026-02-26T07:10:00+00:00,-1.553,28.842,33.541
2026-02-26T07:15:00+00:00,-0.846,29.65,33.784
2026-02-26T07:20:00+00:00,-0.985,29.756,34.192
2026-02-26T07:25:00+00:00,-0.938,29.934,34.151
2026-02-26T07:30:00+00:00,-0.918,29.832,34.086
2026-02-26T07:35:00+00:00,-0.898,30.267,33.909
2026-02-26T07:40:00+00:00,-0.872,30.508,33.94
2026-02-26T07:45:00+00:00,-0.702,30.812,33.942
2026-02-26T07:50:00+00:00,-0.69,31.182,33.937
2026-02-26T07:55:00+00:00,-0.758,31.558,33.933
2026-02-26T08:00:00+00:00,-0.756,31.572,33.882
2026-02-26T08:05:00+00:00,-0.812,31.626,33.699
2026-02-26T08:10:00+00:00,-0.718,32.505,33.648
2026-02-26T08:15:00+00:00,-0.701,32.526,33.711
2026-02-26T08:20:00+00:00,-0.75,32.758,33.698
2026-02-26T08:25:00+00:00,-0.738,32.778,33.69
2026-02-26T08:30:00+00:00,-0.716,32.838,33.72
2026-02-26T08:35:00+00:00,-0.756,33.224,33.764
2026-02-26T08:40:00+00:00,-0.739,33.15,33.74
2026-02-26T08:45:00+00:00,-0.728,33.34,33.7
2026-02-26T08:50:00+00:00,-0.758,33.628,33.671
2026-02-26T08:55:00+00:00,-0.714,34.068,33.646
2026-02-26T09:00:00+00:00,-0.689,34.021,33.64
2026-02-26T09:05:00+00:00,-0.756,34.308,33.67
2026-02-26T09:10:00+00:00,-0.631,35.017,33.671
2026-02-26T09:15:00+00:00,-0.6,35.347,33.653
2026-02-26T09:20:00+00:00,-0.558,35.284,33.678
2026-02-26T09:25:00+00:00,-0.592,35.365,33.678
2026-02-26T09:30:00+00:00,-0.582,35.359,33.707
2026-02-26T09:35:00+00:00,-0.572,35.889,33.717
2026-02-26T09:40:00+00:00,-0.576,35.858,33.694
2026-02-26T09:45:00+00:00,-0.598,35.816,33.702
2026-02-26T09:50:00+00:00,-0.652,35.75,33.707
2026-02-26T09:55:00+00:00,-0.562,36.088,33.704
2026-02-26T10:00:00+00:00,-0.586,36.09,33.707
2026-02-26T10:05:00+00:00,-0.587,36.167,33.701
2026-02-26T10:10:00+00:00,-0.568,36.45,33.71
2026-02-26T10:15:00+00:00,-0.616,36.412,33.746
2026-02-26T10:20:00+00:00,-0.588,36.608,33.754
2026-02-26T10:25:00+00:00,-0.556,36.59,33.704
2026-02-26T10:30:00+00:00,-0.592,36.576,33.64
2026-02-26T10:35:00+00:00,-0.592,36.368,33.686
2026-02-26T10:40:00+00:00,-0.554,36.153,33.572
2026-02-26T10:45:00+00:00,-0.572,36.585,33.518
2026-02-26T10:50:00+00:00,-0.572,36.894,33.517
2026-02-26T10:55:00+00:00,-0.591,36.854,33.518
2026-02-26T11:00:00+00:00,-0.563,36.942,33.561
2026-02-26T11:05:00+00:00,-0.499,37.046,33.668
2026-02-26T11:10:00+00:00,-0.464,37.034,33.665
2026-02-26T11:15:00+00:00,-0.476,37.16,33.665
2026-02-26T11:20:00+00:00,-0.453,36.95,33.691
2026-02-26T11:25:00+00:00,-0.515,36.981,33.711
2026-02-26T11:30:00+00:00,-0.478,36.897,33.702
2026-02-26T11:35:00+00:00,-0.476,36.932,33.721
2026-02-26T11:40:00+00:00,-0.575,36.644,33.771
2026-02-26T11:45:00+00:00,-0.548,36.5,33.782
2026-02-26T11:50:00+00:00,-0.491,36.671,33.766
2026-02-26T11:55:00+00:00,-0.473,36.62,33.828
2026-02-26T12:00:00+00:00,-0.509,36.457,33.88
2026-02-26T12:05:00+00:00,-0.541,36.668,33.823
2026-02-26T12:10:00+00:00,-0.605,37.176,33.71
2026-02-26T12:15:00+00:00,-0.6,37.636,33.66
2026-02-26T12:20:00+00:00,-0.49,37.848,33.602
2026-02-26T12:25:00+00:00,-0.468,37.685,33.602
2026-02-26T12:30:00+00:00,-0.476,37.396,33.64
2026-02-26T12:35:00+00:00,-0.488,37.449,33.56
2026-02-26T12:40:00+00:00,-0.538,37.686,33.568
2026-02-26T12:45:00+00:00,-0.268,37.842,33.772
2026-02-26T12:50:00+00:00,-0.298,37.648,33.806
2026-02-26T12:55:00+00:00,-0.261,37.577,33.844
2026-02-26T13:00:00+00:00,-0.204,38.06,33.892
2026-02-26T13:05:00+00:00,-0.149,38.375,33.856
2026-02-26T13:10:00+00:00,-0.19,38.316,33.824
2026-02-26T13:15:00+00:00,-0.279,38.215,33.915
2026-02-26T13:20:00+00:00,-0.322,37.47,33.836
2026-02-26T13:25:00+00:00,-0.379,37.433,33.846
2026-02-26T13:30:00+00:00,-0.272,37.534,33.844
2026-02-26T13:35:00+00:00,-0.267,37.598,33.915
2026-02-26T13:40:00+00:00,-0.181,37.797,33.828
2026-02-26T13:45:00+00:00,-0.242,37.829,33.759
2026-02-26T13:50:00+00:00,-0.224,37.526,33.698
2026-02-26T13:55:00+00:00,-0.174,37.486,33.783
2026-02-26T14:00:00+00:00,-0.19,37.794,33.87
2026-02-26T14:05:00+00:00,-0.202,37.827,33.941
2026-02-26T14:10:00+00:00,-0.22,37.484,34.024
2026-02-26T14:15:00+00:00,-0.226,37.527,33.992
2026-02-26T14:20:00+00:00,-0.212,37.374,34.04
2026-02-26T14:25:00+00:00,-0.197,37.412,34.064
2026-02-26T14:30:00+00:00,-0.314,37.162,33.956
2026-02-26T14:35:00+00:00,-0.224,37.532,33.912
2026-02-26T14:40:00+00:00,-0.241,37.578,33.926
2026-02-26T14:45:00+00:00,-0.253,37.42,33.886
2026-02-26T14:50:00+00:00,-0.231,37.423,33.866
2026-02-26T14:55:00+00:00,-0.217,37.434,33.833
2026-02-26T15:00:00+00:00,-0.048,37.284,33.98
2026-02-26T15:05:00+00:00,0.182,37.436,34.066
