ValueDate,Volts
2026-02-26T11:15:00+00:00,32.897
2026-02-26T11:20:00+00:00,32.918
2026-02-26T11:25:00+00:00,32.945
2026-02-26T11:30:00+00:00,32.87
2026-02-26T11:35:00+00:00,32.833
2026-02-26T11:40:00+00:00,32.85
2026-02-26T11:45:00+00:00,32.824
2026-02-26T11:50:00+00:00,32.856
2026-02-26T11:55:00+00:00,32.876
2026-02-26T12:00:00+00:00,32.922
2026-02-26T12:05:00+00:00,32.941
2026-02-26T12:10:00+00:00,32.847
2026-02-26T12:15:00+00:00,32.878
2026-02-26T12:20:00+00:00,32.902
2026-02-26T12:25:00+00:00,32.92
2026-02-26T12:30:00+00:00,32.885
2026-02-26T12:35:00+00:00,32.808
2026-02-26T12:40:00+00:00,32.729
2026-02-26T12:45:00+00:00,32.768
2026-02-26T12:50:00+00:00,32.777
2026-02-26T12:55:00+00:00,32.828
2026-02-26T13:00:00+00:00,32.866
2026-02-26T13:05:00+00:00,32.761
2026-02-26T13:10:00+00:00,33.089
2026-02-26T13:15:00+00:00,33.291
2026-02-26T13:20:00+00:00,33.204
2026-02-26T13:25:00+00:00,33.232
2026-02-26T13:30:00+00:00,33.176
2026-02-26T13:35:00+00:00,33.25
2026-02-26T13:40:00+00:00,33.254
2026-02-26T13:45:00+00:00,33.256
2026-02-26T13:50:00+00:00,33.23
2026-02-26T13:55:00+00:00,33.272
2026-02-26T14:00:00+00:00,33.263
2026-02-26T14:05:00+00:00,33.326
2026-02-26T14:10:00+00:00,32.982
2026-02-26T14:15:00+00:00,32.876
2026-02-26T14:20:00+00:00,32.884
2026-02-26T14:25:00+00:00,32.956
2026-02-26T14:30:00+00:00,32.913
2026-02-26T14:35:00+00:00,32.856
2026-02-26T14:40:00+00:00,32.904
2026-02-26T14:45:00+00:00,32.854
2026-02-26T14:50:00+00:00,32.802
2026-02-26T14:55:00+00:00,32.753
2026-02-26T15:00:00+00:00,32.916
2026-02-26T15:05:00+00:00,33.049
2026-02-26T15:10:00+00:00,33.188
2026-02-26T15:15:00+00:00,33.258
2026-02-26T15:20:00+00:00,33.295
2026-02-26T15:25:00+00:00,33.275
2026-02-26T15:30:00+00:00,33.16
2026-02-26T15:35:00+00:00,33.087
2026-02-26T15:40:00+00:00,33.068
2026-02-26T15:45:00+00:00,33.006
2026-02-26T15:50:00+00:00,32.892
2026-02-26T15:55:00+00:00,32.874
2026-02-26T16:00:00+00:00,32.879
2026-02-26T16:05:00+00:00,32.755
2026-02-26T16:10:00+00:00,32.764
2026-02-26T16:15:00+00:00,32.837
2026-02-26T16:20:00+00:00,32.797
2026-02-26T16:25:00+00:00,32.853
2026-02-26T16:30:00+00:00,32.888
2026-02-26T16:35:00+00:00,32.886
2026-02-26T16:40:00+00:00,32.821
2026-02-26T16:45:00+00:00,32.767
2026-02-26T16:50:00+00:00,32.792
2026-02-26T16:55:00+00:00,33.007
2026-02-26T17:00:00+00:00,33.02
2026-02-26T17:05:00+00:00,32.904
2026-02-26T17:10:00+00:00,32.875
2026-02-26T17:15:00+00:00,32.832
2026-02-26T17:20:00+00:00,32.796
2026-02-26T17:25:00+00:00,33.209
2026-02-26T17:30:00+00:00,33.29
2026-02-26T17:35:00+00:00,33.246
2026-02-26T17:40:00+00:00,33.269
2026-02-26T17:45:00+00:00,33.32
2026-02-26T17:50:00+00:00,33.049
2026-02-26T17:55:00+00:00,32.856
2026-02-26T18:00:00+00:00,32.848
2026-02-26T18:05:00+00:00,32.801
2026-02-26T18:10:00+00:00,32.908
2026-02-26T18:15:00+00:00,32.971
2026-02-26T18:20:00+00:00,32.97
2026-02-26T18:25:00+00:00,33.045
2026-02-26T18:30:00+00:00,33.074
2026-02-26T18:35:00+00:00,33.033
2026-02-26T18:40:00+00:00,33.064
2026-02-26T18:45:00+00:00,33.068
2026-02-26T18:50:00+00:00,33.06
2026-02-26T18:55:00+00:00,33.115
2026-02-26T19:00:00+00:00,33.132
2026-02-26T19:05:00+00:00,33.074
2026-02-26T19:10:00+00:00,32.957
2026-02-26T19:15:00+00:00,33.009
2026-02-26T19:20:00+00:00,33.055
2026-02-26T19:25:00+00:00,33.176
2026-02-26T19:30:00+00:00,33.208
2026-02-26T19:35:00+00:00,32.973
2026-02-26T19:40:00+00:00,33.028
2026-02-26T19:45:00+00:00,32.986
2026-02-26T19:50:00+00:00,32.846
2026-02-26T19:55:00+00:00,32.894
2026-02-26T20:00:00+00:00,32.97
2026-02-26T20:05:00+00:00,32.966
2026-02-26T20:10:00+00:00,33.034
2026-02-26T20:15:00+00:00,33.146
2026-02-26T20:20:00+00:00,33.154
2026-02-26T20:25:00+00:00,33.171
2026-02-26T20:30:00+00:00,33.21
2026-02-26T20:35:00+00:00,33.248
2026-02-26T20:40:00+00:00,33.256
2026-02-26T20:45:00+00:00,33.152
2026-02-26T20:50:00+00:00,33.16
2026-02-26T20:55:00+00:00,33.14
2026-02-26T21:00:00+00:00,33.088
2026-02-26T21:05:00+00:00,32.928
2026-02-26T21:10:00+00:00,33.046
2026-02-26T21:15:00+00:00,33.041
2026-02-26T21:20:00+00:00,33.078
2026-02-26T21:25:00+00:00,33.088
2026-02-26T21:30:00+00:00,33.07
2026-02-26T21:35:00+00:00,33.078
2026-02-26T21:40:00+00:00,33.281
2026-02-26T21:45:00+00:00,33.066
2026-02-26T21:50:00+00:00,32.926
2026-02-26T21:55:00+00:00,32.706
2026-02-26T22:00:00+00:00,32.754
2026-02-26T22:05:00+00:00,32.822
2026-02-26T22:10:00+00:00,32.979
2026-02-26T22:15:00+00:00,33.086
2026-02-26T22:20:00+00:00,33.12
2026-02-26T22:25:00+00:00,32.924
2026-02-26T22:30:00+00:00,32.831
2026-02-26T22:35:00+00:00,32.74
2026-02-26T22:40:00+00:00,32.697
2026-02-26T22:45:00+00:00,32.678
2026-02-26T22:50:00+00:00,32.754
2026-02-26T22:55:00+00:00,32.73
2026-02-26T23:00:00+00:00,32.82
2026-02-26T23:05:00+00:00,32.874
2026-02-26T23:10:00+00:00,32.888
2026-02-26T23:15:00+00:00,32.888
2026-02-26T23:20:00+00:00,32.919
2026-02-26T23:25:00+00:00,32.948
2026-02-26T23:30:00+00:00,32.91
2026-02-26T23:35:00+00:00,32.877
2026-02-26T23:40:00+00:00,32.896
2026-02-26T23:45:00+00:00,32.922
2026-02-26T23:50:00+00:00,32.938
2026-02-26T23:55:00+00:00,32.959
2026-02-27T00:00:00+00:00,33.014
2026-02-27T00:05:00+00:00,32.912
2026-02-27T00:10:00+00:00,32.784
2026-02-27T00:15:00+00:00,32.768
2026-02-27T00:20:00+00:00,32.822
2026-02-27T00:25:00+00:00,32.823
2026-02-27T00:30:00+00:00,32.876
2026-02-27T00:35:00+00:00,32.758
2026-02-27T00:40:00+00:00,32.7
2026-02-27T00:45:00+00:00,32.695
2026-02-27T00:50:00+00:00,32.705
2026-02-27T00:55:00+00:00,32.737
2026-02-27T01:00:00+00:00,32.768
2026-02-27T01:05:00+00:00,32.824
2026-02-27T01:10:00+00:00,32.842
2026-02-27T01:15:00+00:00,32.88
2026-02-27T01:20:00+00:00,32.888
2026-02-27T01:25:00+00:00,32.905
2026-02-27T01:30:00+00:00,32.934
2026-02-27T01:35:00+00:00,32.898
2026-02-27T01:40:00+00:00,32.949
2026-02-27T01:45:00+00:00,32.979
2026-02-27T01:50:00+00:00,33.0
2026-02-27T01:55:00+00:00,33.03
2026-02-27T02:00:00+00:00,33.07
2026-02-27T02:05:00+00:00,33.061
2026-02-27T02:10:00+00:00,33.113
2026-02-27T02:15:00+00:00,33.178
2026-02-27T02:20:00+00:00,33.22
2026-02-27T02:25:00+00:00,33.259
2026-02-27T02:30:00+00:00,33.258
2026-02-27T02:35:00+00:00,33.222
2026-02-27T02:40:00+00:00,32.966
2026-02-27T02:45:00+00:00,32.981
2026-02-27T02:50:00+00:00,32.958
2026-02-27T02:55:00+00:00,32.903
2026-02-27T03:00:00+00:00,32.965
2026-02-27T03:05:00+00:00,32.942
2026-02-27T03:10:00+00:00,33.013
2026-02-27T03:15:00+00:00,33.026
2026-02-27T03:20:00+00:00,33.054
2026-02-27T03:25:00+00:00,33.094
2026-02-27T03:30:00+00:00,33.054
2026-02-27T03:35:00+00:00,33.051
2026-02-27T03:40:00+00:00,33.05
2026-02-27T03:45:00+00:00,33.07
2026-02-27T03:50:00+00:00,33.109
2026-02-27T03:55:00+00:00,33.114
2026-02-27T04:00:00+00:00,33.1
2026-02-27T04:05:00+00:00,33.111
2026-02-27T04:10:00+00:00,33.144
2026-02-27T04:15:00+00:00,33.137
2026-02-27T04:20:00+00:00,33.129
2026-02-27T04:25:00+00:00,33.138
2026-02-27T04:30:00+00:00,33.198
2026-02-27T04:35:00+00:00,33.166
2026-02-27T04:40:00+00:00,33.182
2026-02-27T04:45:00+00:00,33.195
2026-02-27T04:50:00+00:00,33.154
2026-02-27T04:55:00+00:00,33.144
2026-02-27T05:00:00+00:00,33.195
2026-02-27T05:05:00+00:00,33.126
2026-02-27T05:10:00+00:00,33.106
2026-02-27T05:15:00+00:00,33.091
2026-02-27T05:20:00+00:00,33.108
2026-02-27T05:25:00+00:00,33.063
2026-02-27T05:30:00+00:00,33.05
2026-02-27T05:35:00+00:00,33.058
2026-02-27T05:40:00+00:00,33.05
2026-02-27T05:45:00+00:00,33.04
2026-02-27T05:50:00+00:00,32.994
2026-02-27T05:55:00+00:00,32.943
2026-02-27T06:00:00+00:00,32.856
2026-02-27T06:05:00+00:00,32.709
2026-02-27T06:10:00+00:00,32.662
2026-02-27T06:15:00+00:00,32.781
2026-02-27T06:20:00+00:00,32.997
2026-02-27T06:25:00+00:00,32.984
2026-02-27T06:30:00+00:00,32.982
2026-02-27T06:35:00+00:00,32.866
2026-02-27T06:40:00+00:00,32.772
2026-02-27T06:45:00+00:00,32.772
2026-02-27T06:50:00+00:00,32.808
2026-02-27T06:55:00+00:00,32.818
2026-02-27T07:00:00+00:00,32.742
2026-02-27T07:05:00+00:00,32.664
2026-02-27T07:10:00+00:00,32.724
2026-02-27T07:15:00+00:00,33.049
2026-02-27T07:20:00+00:00,33.002
2026-02-27T07:25:00+00:00,33.052
2026-02-27T07:30:00+00:00,33.043
2026-02-27T07:35:00+00:00,33.039
2026-02-27T07:40:00+00:00,33.004
2026-02-27T07:45:00+00:00,32.966
2026-02-27T07:50:00+00:00,32.926
2026-02-27T07:55:00+00:00,32.937
2026-02-27T08:00:00+00:00,32.948
2026-02-27T08:05:00+00:00,32.89
2026-02-27T08:10:00+00:00,32.809
2026-02-27T08:15:00+00:00,32.748
2026-02-27T08:20:00+00:00,32.73
2026-02-27T08:25:00+00:00,32.737
2026-02-27T08:30:00+00:00,32.787
2026-02-27T08:35:00+00:00,32.804
2026-02-27T08:40:00+00:00,32.778
2026-02-27T08:45:00+00:00,32.779
2026-02-27T08:50:00+00:00,32.808
2026-02-27T08:55:00+00:00,32.8
2026-02-27T09:00:00+00:00,32.764
2026-02-27T09:05:00+00:00,32.766
2026-02-27T09:10:00+00:00,32.83
2026-02-27T09:15:00+00:00,32.826
2026-02-27T09:20:00+00:00,32.804
2026-02-27T09:25:00+00:00,32.79
2026-02-27T09:30:00+00:00,32.739
2026-02-27T09:35:00+00:00,32.734
2026-02-27T09:40:00+00:00,32.766
2026-02-27T09:45:00+00:00,32.803
2026-02-27T09:50:00+00:00,32.792
2026-02-27T09:55:00+00:00,32.784
2026-02-27T10:00:00+00:00,32.793
2026-02-27T10:05:00+00:00,32.796
2026-02-27T10:10:00+00:00,32.814
2026-02-27T10:15:00+00:00,32.839
2026-02-27T10:20:00+00:00,32.82
2026-02-27T10:25:00+00:00,32.818
2026-02-27T10:30:00+00:00,32.811
2026-02-27T10:35:00+00:00,32.814
2026-02-27T10:40:00+00:00,32.796
2026-02-27T10:45:00+00:00,32.787
2026-02-27T10:50:00+00:00,32.754
2026-02-27T10:55:00+00:00,32.798
2026-02-27T11:00:00+00:00,32.821
2026-02-27T11:05:00+00:00,32.852
2026-02-27T11:10:00+00:00,32.84
2026-02-27T11:15:00+00:00,32.903
2026-02-27T11:20:00+00:00,32.886
2026-02-27T11:25:00+00:00,32.879
2026-02-27T11:30:00+00:00,32.848
2026-02-27T11:35:00+00:00,32.882
2026-02-27T11:40:00+00:00,32.894
2026-02-27T11:45:00+00:00,32.766
2026-02-27T11:50:00+00:00,32.868
2026-02-27T11:55:00+00:00,32.866
2026-02-27T12:00:00+00:00,32.897
2026-02-27T12:05:00+00:00,32.9
2026-02-27T12:10:00+00:00,32.925
2026-02-27T12:15:00+00:00,32.94
2026-02-27T12:20:00+00:00,32.978
2026-02-27T12:25:00+00:00,33.006
2026-02-27T12:30:00+00:00,33.024
2026-02-27T12:35:00+00:00,33.032
2026-02-27T12:40:00+00:00,33.05
2026-02-27T12:45:00+00:00,33.036
2026-02-27T12:50:00+00:00,33.086
2026-02-27T12:55:00+00:00,33.112
2026-02-27T13:00:00+00:00,33.158
2026-02-27T13:05:00+00:00,33.16
2026-02-27T13:10:00+00:00,33.163
2026-02-27T13:15:00+00:00,33.184
2026-02-27T13:20:00+00:00,33.171
2026-02-27T13:25:00+00:00,33.209
2026-02-27T13:30:00+00:00,33.228
2026-02-27T13:35:00+00:00,32.967
2026-02-27T13:40:00+00:00,32.786
2026-02-27T13:45:00+00:00,32.78
2026-02-27T13:50:00+00:00,32.843
2026-02-27T13:55:00+00:00,32.806
2026-02-27T14:00:00+00:00,32.788
2026-02-27T14:05:00+00:00,32.793
2026-02-27T14:10:00+00:00,32.784
2026-02-27T14:15:00+00:00,32.809
2026-02-27T14:20:00+00:00,32.852
2026-02-27T14:25:00+00:00,32.85
2026-02-27T14:30:00+00:00,32.884
2026-02-27T14:35:00+00:00,32.948
2026-02-27T14:40:00+00:00,32.986
2026-02-27T14:45:00+00:00,33.006
2026-02-27T14:50:00+00:00,32.982
2026-02-27T14:55:00+00:00,32.963
2026-02-27T15:00:00+00:00,32.978
2026-02-27T15:05:00+00:00,32.999
2026-02-27T15:10:00+00:00,33.017
2026-02-27T15:15:00+00:00,33.043
2026-02-27T15:20:00+00:00,32.98
2026-02-27T15:25:00+00:00,32.927
2026-02-27T15:30:00+00:00,32.904
2026-02-27T15:35:00+00:00,32.886
2026-02-27T15:40:00+00:00,32.832
2026-02-27T15:45:00+00:00,32.786
2026-02-27T15:50:00+00:00,32.715
2026-02-27T15:55:00+00:00,32.746
2026-02-27T16:00:00+00:00,32.733
2026-02-27T16:05:00+00:00,32.8
2026-02-27T16:10:00+00:00,32.812
2026-02-27T16:15:00+00:00,32.847
2026-02-27T16:20:00+00:00,32.822
2026-02-27T16:25:00+00:00,32.808
2026-02-27T16:30:00+00:00,32.742
2026-02-27T16:35:00+00:00,32.764
2026-02-27T16:40:00+00:00,32.708
2026-02-27T16:45:00+00:00,32.711
2026-02-27T16:50:00+00:00,32.7
2026-02-27T16:55:00+00:00,32.688
2026-02-27T17:00:00+00:00,32.648
2026-02-27T17:05:00+00:00,32.874
2026-02-27T17:10:00+00:00,32.846
2026-02-27T17:15:00+00:00,32.808
2026-02-27T17:20:00+00:00,32.823
2026-02-27T17:25:00+00:00,32.889
2026-02-27T17:30:00+00:00,32.89
2026-02-27T17:35:00+00:00,32.892
2026-02-27T17:40:00+00:00,32.862
2026-02-27T17:45:00+00:00,32.794
2026-02-27T17:50:00+00:00,32.774
2026-02-27T17:55:00+00:00,32.708
2026-02-27T18:00:00+00:00,32.71
2026-02-27T18:05:00+00:00,32.701
2026-02-27T18:10:00+00:00,32.704
2026-02-27T18:15:00+00:00,32.698
2026-02-27T18:20:00+00:00,32.696
2026-02-27T18:25:00+00:00,32.692
2026-02-27T18:30:00+00:00,32.687
2026-02-27T18:35:00+00:00,32.74
2026-02-27T18:40:00+00:00,33.086
2026-02-27T18:45:00+00:00,33.178
2026-02-27T18:50:00+00:00,33.271
2026-02-27T18:55:00+00:00,33.134
2026-02-27T19:00:00+00:00,32.868
2026-02-27T19:05:00+00:00,32.87
2026-02-27T19:10:00+00:00,32.879
2026-02-27T19:15:00+00:00,32.917
2026-02-27T19:20:00+00:00,32.96
2026-02-27T19:25:00+00:00,32.982
2026-02-27T19:30:00+00:00,33.01
2026-02-27T19:35:00+00:00,32.963
2026-02-27T19:40:00+00:00,32.934
2026-02-27T19:45:00+00:00,32.964
2026-02-27T19:50:00+00:00,32.994
2026-02-27T19:55:00+00:00,32.996
2026-02-27T20:00:00+00:00,32.981
2026-02-27T20:05:00+00:00,32.963
2026-02-27T20:10:00+00:00,32.976
2026-02-27T20:15:00+00:00,32.952
2026-02-27T20:20:00+00:00,32.891
2026-02-27T20:25:00+00:00,32.944
2026-02-27T20:30:00+00:00,32.976
2026-02-27T20:35:00+00:00,32.972
2026-02-27T20:40:00+00:00,32.994
2026-02-27T20:45:00+00:00,33.036
2026-02-27T20:50:00+00:00,33.062
2026-02-27T20:55:00+00:00,33.138
2026-02-27T21:00:00+00:00,33.151
2026-02-27T21:05:00+00:00,33.242
2026-02-27T21:10:00+00:00,32.903
2026-02-27T21:15:00+00:00,32.871
2026-02-27T21:20:00+00:00,32.902
2026-02-27T21:25:00+00:00,32.957
2026-02-27T21:30:00+00:00,32.963
2026-02-27T21:35:00+00:00,32.956
2026-02-27T21:40:00+00:00,33.012
2026-02-27T21:45:00+00:00,33.012
2026-02-27T21:50:00+00:00,32.886
2026-02-27T21:55:00+00:00,32.707
2026-02-27T22:00:00+00:00,32.719
2026-02-27T22:05:00+00:00,32.7
2026-02-27T22:10:00+00:00,32.7
2026-02-27T22:15:00+00:00,32.707
2026-02-27T22:20:00+00:00,32.787
2026-02-27T22:25:00+00:00,32.861
2026-02-27T22:30:00+00:00,32.906
2026-02-27T22:35:00+00:00,32.989
2026-02-27T22:40:00+00:00,33.028
2026-02-27T22:45:00+00:00,33.081
2026-02-27T22:50:00+00:00,33.109
2026-02-27T22:55:00+00:00,33.185
2026-02-27T23:00:00+00:00,33.171
2026-02-27T23:05:00+00:00,33.187
2026-02-27T23:10:00+00:00,33.17
2026-02-27T23:15:00+00:00,32.83
2026-02-27T23:20:00+00:00,32.803
2026-02-27T23:25:00+00:00,32.793
2026-02-27T23:30:00+00:00,32.816
2026-02-27T23:35:00+00:00,32.86
2026-02-27T23:40:00+00:00,32.892
2026-02-27T23:45:00+00:00,32.9
2026-02-27T23:50:00+00:00,32.906
2026-02-27T23:55:00+00:00,32.948
2026-02-28T00:00:00+00:00,32.99
2026-02-28T00:05:00+00:00,32.876
2026-02-28T00:10:00+00:00,32.782
2026-02-28T00:15:00+00:00,32.7
2026-02-28T00:20:00+00:00,32.7
2026-02-28T00:25:00+00:00,32.764
2026-02-28T00:30:00+00:00,32.773
2026-02-28T00:35:00+00:00,32.668
2026-02-28T00:40:00+00:00,32.68
2026-02-28T00:45:00+00:00,32.7
2026-02-28T00:50:00+00:00,32.683
2026-02-28T00:55:00+00:00,32.668
2026-02-28T01:00:00+00:00,32.666
2026-02-28T01:05:00+00:00,32.856
2026-02-28T01:10:00+00:00,33.012
2026-02-28T01:15:00+00:00,33.036
2026-02-28T01:20:00+00:00,33.104
2026-02-28T01:25:00+00:00,33.162
2026-02-28T01:30:00+00:00,33.199
2026-02-28T01:35:00+00:00,33.158
2026-02-28T01:40:00+00:00,33.176
2026-02-28T01:45:00+00:00,33.177
2026-02-28T01:50:00+00:00,33.213
2026-02-28T01:55:00+00:00,33.276
2026-02-28T02:00:00+00:00,32.947
2026-02-28T02:05:00+00:00,32.86
2026-02-28T02:10:00+00:00,32.859
2026-02-28T02:15:00+00:00,32.884
2026-02-28T02:20:00+00:00,32.858
2026-02-28T02:25:00+00:00,32.886
2026-02-28T02:30:00+00:00,32.93
2026-02-28T02:35:00+00:00,32.978
2026-02-28T02:40:00+00:00,32.974
2026-02-28T02:45:00+00:00,32.984
2026-02-28T02:50:00+00:00,33.011
2026-02-28T02:55:00+00:00,33.062
2026-02-28T03:00:00+00:00,33.061
2026-02-28T03:05:00+00:00,33.04
2026-02-28T03:10:00+00:00,33.0
2026-02-28T03:15:00+00:00,33.018
2026-02-28T03:20:00+00:00,33.02
2026-02-28T03:25:00+00:00,33.042
2026-02-28T03:30:00+00:00,33.066
2026-02-28T03:35:00+00:00,33.044
2026-02-28T03:40:00+00:00,33.04
2026-02-28T03:45:00+00:00,33.088
2026-02-28T03:50:00+00:00,33.1
2026-02-28T03:55:00+00:00,33.1
2026-02-28T04:00:00+00:00,33.103
2026-02-28T04:05:00+00:00,33.04
2026-02-28T04:10:00+00:00,33.045
2026-02-28T04:15:00+00:00,33.094
2026-02-28T04:20:00+00:00,33.098
2026-02-28T04:25:00+00:00,33.1
2026-02-28T04:30:00+00:00,33.131
2026-02-28T04:35:00+00:00,33.129
2026-02-28T04:40:00+00:00,33.15
2026-02-28T04:45:00+00:00,33.15
2026-02-28T04:50:00+00:00,33.136
2026-02-28T04:55:00+00:00,33.148
2026-02-28T05:00:00+00:00,33.12
2026-02-28T05:05:00+00:00,33.056
2026-02-28T05:10:00+00:00,33.069
2026-02-28T05:15:00+00:00,33.1
2026-02-28T05:20:00+00:00,33.1
2026-02-28T05:25:00+00:00,33.1
2026-02-28T05:30:00+00:00,33.1
2026-02-28T05:35:00+00:00,33.1
2026-02-28T05:40:00+00:00,33.1
2026-02-28T05:45:00+00:00,33.088
2026-02-28T05:50:00+00:00,33.042
2026-02-28T05:55:00+00:00,33.012
2026-02-28T06:00:00+00:00,33.01
2026-02-28T06:05:00+00:00,32.987
2026-02-28T06:10:00+00:00,32.951
2026-02-28T06:15:00+00:00,32.911
2026-02-28T06:20:00+00:00,32.906
2026-02-28T06:25:00+00:00,32.9
2026-02-28T06:30:00+00:00,32.9
2026-02-28T06:35:00+00:00,32.893
2026-02-28T06:40:00+00:00,32.877
2026-02-28T06:45:00+00:00,32.994
2026-02-28T06:50:00+00:00,33.0
2026-02-28T06:55:00+00:00,32.986
2026-02-28T07:00:00+00:00,32.992
2026-02-28T07:05:00+00:00,32.89
2026-02-28T07:10:00+00:00,32.894
2026-02-28T07:15:00+00:00,32.888
2026-02-28T07:20:00+00:00,32.824
2026-02-28T07:25:00+00:00,32.804
