ValueDate,Amps,Volts
2026-02-26T00:05:00+00:00,12.859,24.434
2026-02-26T00:10:00+00:00,12.861,24.401
2026-02-26T00:15:00+00:00,12.864,24.4
2026-02-26T00:20:00+00:00,12.867,24.4
2026-02-26T00:25:00+00:00,12.869,24.402
2026-02-26T00:30:00+00:00,12.872,24.465
2026-02-26T00:35:00+00:00,12.874,24.402
2026-02-26T00:40:00+00:00,12.877,24.4
2026-02-26T00:45:00+00:00,12.879,24.4
2026-02-26T00:50:00+00:00,12.882,24.393
2026-02-26T00:55:00+00:00,12.884,24.392
2026-02-26T01:00:00+00:00,12.887,24.4
2026-02-26T01:05:00+00:00,12.889,24.398
2026-02-26T01:10:00+00:00,12.892,24.4
2026-02-26T01:15:00+00:00,12.894,24.4
2026-02-26T01:20:00+00:00,12.897,24.4
2026-02-26T01:25:00+00:00,12.89,24.412
2026-02-26T01:30:00+00:00,12.65,24.45
2026-02-26T01:35:00+00:00,12.307,24.45
2026-02-26T01:40:00+00:00,11.963,24.45
2026-02-26T01:45:00+00:00,11.62,24.45
2026-02-26T01:50:00+00:00,11.276,24.45
2026-02-26T01:55:00+00:00,10.933,24.45
2026-02-26T02:00:00+00:00,10.59,24.45
2026-02-26T02:05:00+00:00,10.246,24.45
2026-02-26T02:10:00+00:00,9.903,24.45
2026-02-26T02:15:00+00:00,9.559,24.466
2026-02-26T02:20:00+00:00,9.216,24.462
2026-02-26T02:25:00+00:00,8.873,24.502
2026-02-26T02:30:00+00:00,8.529,24.504
2026-02-26T02:35:00+00:00,8.186,24.54
2026-02-26T02:40:00+00:00,7.842,24.55
2026-02-26T02:45:00+00:00,7.499,24.55
2026-02-26T02:50:00+00:00,7.156,24.55
2026-02-26T02:55:00+00:00,6.812,24.55
2026-02-26T03:00:00+00:00,6.469,24.502
2026-02-26T03:05:00+00:00,6.125,24.464
2026-02-26T03:10:00+00:00,5.782,24.45
2026-02-26T03:15:00+00:00,5.439,24.45
2026-02-26T03:20:00+00:00,5.095,24.456
2026-02-26T03:25:00+00:00,4.752,24.5
2026-02-26T03:30:00+00:00,4.409,24.49
2026-02-26T03:35:00+00:00,4.065,24.516
2026-02-26T03:40:00+00:00,3.722,24.527
2026-02-26T03:45:00+00:00,3.378,24.545
2026-02-26T03:50:00+00:00,3.035,24.55
2026-02-26T03:55:00+00:00,2.692,24.55
2026-02-26T04:00:00+00:00,2.348,24.55
2026-02-26T04:05:00+00:00,2.005,24.466
2026-02-26T04:10:00+00:00,1.661,24.45
2026-02-26T04:15:00+00:00,1.318,24.45
2026-02-26T04:20:00+00:00,0.975,24.45
2026-02-26T04:25:00+00:00,0.631,24.45
2026-02-26T04:30:00+00:00,0.288,24.45
2026-02-26T04:35:00+00:00,0.02,24.455
2026-02-26T04:40:00+00:00,0.0,24.436
2026-02-26T04:45:00+00:00,0.0,24.454
2026-02-26T04:50:00+00:00,0.0,24.476
2026-02-26T04:55:00+00:00,0.0,24.477
2026-02-26T05:00:00+00:00,0.0,24.454
2026-02-26T05:05:00+00:00,0.0,24.403
2026-02-26T05:10:00+00:00,0.0,24.379
2026-02-26T05:15:00+00:00,0.0,24.387
2026-02-26T05:20:00+00:00,0.0,24.37
