Data,Unit ID,Time From,Level From,Time To,Level To
PN,EDFE-8,2025-10-08T20:01:00,-2.0,2025-10-08T20:29:00,-2.0
PN,EDFE-21,2025-10-08T20:29:00,2.0,2025-10-08T20:30:00,0.0
PN,EDFE-8,2025-10-08T20:29:00,-2.0,2025-10-08T20:30:00,0.0
PN,EDFE-21,2025-10-08T20:30:00,0.0,2025-10-08T20:31:00,-3.0
PN,EDFE-11,2025-10-08T20:30:00,0.0,2025-10-08T21:00:00,0.0
PN,EDFE-8,2025-10-08T20:30:00,0.0,2025-10-08T21:00:00,0.0
PN,EDFE-21,2025-10-08T20:31:00,-3.0,2025-10-08T20:59:00,-3.0
PN,EDFE-21,2025-10-08T20:59:00,-3.0,2025-10-08T21:00:00,0.0
PN,EDFE-11,2025-10-08T21:00:00,0.0,2025-10-08T21:30:00,0.0
PN,EDFE-21,2025-10-08T21:00:00,0.0,2025-10-08T21:30:00,0.0
PN,EDFE-8,2025-10-08T21:00:00,0.0,2025-10-08T21:01:00,1.0
PN,EDFE-8,2025-10-08T21:01:00,1.0,2025-10-08T21:29:00,1.0
PN,EDFE-8,2025-10-08T21:29:00,1.0,2025-10-08T21:30:00,0.0
PN,EDFE-8,2025-10-08T21:30:00,0.0,2025-10-08T22:00:00,0.0
PN,EDFE-21,2025-10-08T21:30:00,0.0,2025-10-08T21:31:00,2.0
PN,EDFE-11,2025-10-08T21:30:00,0.0,2025-10-08T22:00:00,0.0
PN,EDFE-21,2025-10-08T21:31:00,2.0,2025-10-08T22:00:00,2.0
PN,EDFE-11,2025-10-08T22:00:00,0.0,2025-10-08T22:30:00,0.0
PN,EDFE-21,2025-10-08T22:00:00,0.0,2025-10-08T22:30:00,0.0
PN,EDFE-8,2025-10-08T22:00:00,0.0,2025-10-08T22:30:00,0.0
PN,EDFE-8,2025-10-08T22:30:00,0.0,2025-10-08T22:31:00,4.0
PN,EDFE-21,2025-10-08T22:30:00,0.0,2025-10-08T23:00:00,0.0
PN,EDFE-11,2025-10-08T22:30:00,0.0,2025-10-08T23:00:00,0.0
PN,EDFE-8,2025-10-08T22:31:00,4.0,2025-10-08T22:59:00,4.0
PN,EDFE-8,2025-10-08T22:59:00,4.0,2025-10-08T23:00:00,0.0
PN,EDFE-11,2025-10-08T23:00:00,0.0,2025-10-08T23:30:00,0.0
PN,EDFE-8,2025-10-08T23:00:00,0.0,2025-10-08T23:30:00,0.0
PN,EDFE-21,2025-10-08T23:00:00,0.0,2025-10-08T23:30:00,0.0
PN,EDFE-8,2025-10-08T23:30:00,0.0,2025-10-08T23:31:00,-3.0
PN,EDFE-11,2025-10-08T23:30:00,0.0,2025-10-09T00:00:00,0.0
PN,EDFE-21,2025-10-08T23:30:00,0.0,2025-10-09T00:00:00,0.0
PN,EDFE-8,2025-10-08T23:31:00,-3.0,2025-10-08T23:59:00,-3.0
PN,EDFE-8,2025-10-08T23:59:00,-3.0,2025-10-09T00:00:00,0.0
PN,EDFE-21,2025-10-09T00:00:00,0.0,2025-10-09T00:30:00,0.0
PN,EDFE-11,2025-10-09T00:00:00,0.0,2025-10-09T00:30:00,0.0
PN,EDFE-8,2025-10-09T00:00:00,0.0,2025-10-09T00:01:00,1.0
PN,EDFE-8,2025-10-09T00:01:00,1.0,2025-10-09T00:29:00,1.0
PN,EDFE-8,2025-10-09T00:29:00,1.0,2025-10-09T00:30:00,0.0
PN,EDFE-8,2025-10-09T00:30:00,0.0,2025-10-09T00:31:00,1.0
PN,EDFE-11,2025-10-09T00:30:00,0.0,2025-10-09T01:00:00,0.0
PN,EDFE-21,2025-10-09T00:30:00,0.0,2025-10-09T01:00:00,0.0
PN,EDFE-8,2025-10-09T00:31:00,1.0,2025-10-09T00:59:00,1.0
PN,EDFE-8,2025-10-09T00:59:00,1.0,2025-10-09T01:00:00,0.0
PN,EDFE-21,2025-10-09T01:00:00,0.0,2025-10-09T01:30:00,0.0
PN,EDFE-8,2025-10-09T01:00:00,0.0,2025-10-09T01:01:00,-5.0
PN,EDFE-11,2025-10-09T01:00:00,0.0,2025-10-09T01:30:00,0.0
PN,EDFE-8,2025-10-09T01:01:00,-5.0,2025-10-09T01:29:00,-5.0
PN,EDFE-8,2025-10-09T01:29:00,-5.0,2025-10-09T01:30:00,0.0
PN,EDFE-21,2025-10-09T01:30:00,0.0,2025-10-09T02:00:00,0.0
PN,EDFE-8,2025-10-09T01:30:00,0.0,2025-10-09T01:31:00,-1.0
PN,EDFE-11,2025-10-09T01:30:00,0.0,2025-10-09T02:00:00,0.0
PN,EDFE-8,2025-10-09T01:31:00,-1.0,2025-10-09T01:59:00,-1.0
PN,EDFE-8,2025-10-09T01:59:00,-1.0,2025-10-09T02:00:00,0.0
PN,EDFE-21,2025-10-09T02:30:00,0.0,2025-10-09T03:00:00,0.0
PN,EDFE-11,2025-10-09T02:30:00,0.0,2025-10-09T03:00:00,0.0
PN,EDFE-8,2025-10-09T02:30:00,0.0,2025-10-09T03:00:00,0.0
PN,EDFE-11,2025-10-09T03:00:00,0.0,2025-10-09T03:30:00,0.0
PN,EDFE-21,2025-10-09T03:00:00,0.0,2025-10-09T03:30:00,0.0
PN,EDFE-8,2025-10-09T03:00:00,0.0,2025-10-09T03:01:00,1.0
PN,EDFE-8,2025-10-09T03:01:00,1.0,2025-10-09T03:30:00,1.0
PN,EDFE-8,2025-10-09T03:30:00,1.0,2025-10-09T03:59:00,1.0
PN,EDFE-21,2025-10-09T03:30:00,0.0,2025-10-09T04:00:00,0.0
PN,EDFE-11,2025-10-09T03:30:00,0.0,2025-10-09T04:00:00,0.0
PN,EDFE-8,2025-10-09T03:59:00,1.0,2025-10-09T04:00:00,0.0
PN,EDFE-8,2025-10-09T04:00:00,0.0,2025-10-09T04:01:00,-1.0
PN,EDFE-11,2025-10-09T04:00:00,0.0,2025-10-09T04:30:00,0.0
PN,EDFE-21,2025-10-09T04:00:00,0.0,2025-10-09T04:30:00,0.0
PN,EDFE-8,2025-10-09T04:01:00,-1.0,2025-10-09T04:30:00,-1.0
PN,EDFE-8,2025-10-09T04:30:00,-1.0,2025-10-09T04:31:00,-6.0
PN,EDFE-21,2025-10-09T04:30:00,0.0,2025-10-09T05:00:00,0.0
PN,EDFE-11,2025-10-09T04:30:00,0.0,2025-10-09T05:00:00,0.0
PN,EDFE-8,2025-10-09T04:31:00,-6.0,2025-10-09T04:59:00,-6.0
PN,EDFE-8,2025-10-09T04:59:00,-6.0,2025-10-09T05:00:00,0.0
PN,EDFE-8,2025-10-09T05:00:00,0.0,2025-10-09T05:01:00,1.0
PN,EDFE-21,2025-10-09T05:00:00,0.0,2025-10-09T05:30:00,0.0
PN,EDFE-11,2025-10-09T05:00:00,0.0,2025-10-09T05:30:00,0.0
PN,EDFE-8,2025-10-09T05:01:00,1.0,2025-10-09T05:29:00,1.0
PN,EDFE-8,2025-10-09T05:29:00,1.0,2025-10-09T05:30:00,0.0
PN,EDFE-8,2025-10-09T05:30:00,0.0,2025-10-09T05:31:00,-1.0
PN,EDFE-11,2025-10-09T05:30:00,0.0,2025-10-09T06:00:00,0.0
PN,EDFE-21,2025-10-09T05:30:00,0.0,2025-10-09T06:00:00,0.0
PN,EDFE-8,2025-10-09T05:31:00,-1.0,2025-10-09T05:59:00,-1.0
PN,EDFE-8,2025-10-09T05:59:00,-1.0,2025-10-09T06:00:00,0.0
PN,EDFE-11,2025-10-09T06:00:00,0.0,2025-10-09T06:30:00,0.0
PN,EDFE-21,2025-10-09T06:00:00,4.0,2025-10-09T06:01:00,20.0
PN,EDFE-8,2025-10-09T06:00:00,0.0,2025-10-09T06:01:00,2.0
PN,EDFE-8,2025-10-09T06:01:00,2.0,2025-10-09T06:29:00,2.0
PN,EDFE-21,2025-10-09T06:01:00,20.0,2025-10-09T06:29:00,20.0
PN,EDFE-8,2025-10-09T06:29:00,2.0,2025-10-09T06:30:00,0.0
PN,EDFE-21,2025-10-09T06:29:00,20.0,2025-10-09T06:30:00,0.0
PN,EDFE-21,2025-10-09T06:30:00,0.0,2025-10-09T06:31:00,4.0
PN,EDFE-8,2025-10-09T06:30:00,0.0,2025-10-09T06:31:00,2.0
PN,EDFE-11,2025-10-09T06:30:00,0.0,2025-10-09T07:00:00,0.0
PN,EDFE-8,2025-10-09T06:31:00,2.0,2025-10-09T07:00:00,2.0
PN,EDFE-21,2025-10-09T06:31:00,4.0,2025-10-09T07:00:00,4.0
PN,EDFE-11,2025-10-09T07:00:00,0.0,2025-10-09T07:30:00,0.0
PN,EDFE-8,2025-10-09T07:00:00,2.0,2025-10-09T07:30:00,2.0
PN,EDFE-21,2025-10-09T07:00:00,4.0,2025-10-09T07:01:00,12.0
PN,EDFE-21,2025-10-09T07:01:00,12.0,2025-10-09T07:29:00,12.0
PN,EDFE-21,2025-10-09T07:29:00,12.0,2025-10-09T07:30:00,2.0
PN,EDFE-21,2025-10-09T07:30:00,2.0,2025-10-09T07:59:00,2.0
PN,EDFE-11,2025-10-09T07:30:00,0.0,2025-10-09T08:00:00,0.0
PN,EDFE-8,2025-10-09T07:30:00,2.0,2025-10-09T07:31:00,0.0
PN,EDFE-8,2025-10-09T07:31:00,0.0,2025-10-09T08:00:00,0.0
PN,EDFE-21,2025-10-09T07:59:00,2.0,2025-10-09T08:00:00,0.0
PN,EDFE-8,2025-10-09T08:00:00,0.0,2025-10-09T08:01:00,2.0
PN,EDFE-21,2025-10-09T08:00:00,0.0,2025-10-09T08:30:00,0.0
PN,EDFE-11,2025-10-09T08:00:00,0.0,2025-10-09T08:30:00,0.0
PN,EDFE-8,2025-10-09T08:01:00,2.0,2025-10-09T08:30:00,2.0
PN,EDFE-21,2025-10-09T08:30:00,0.0,2025-10-09T08:31:00,-2.0
PN,EDFE-11,2025-10-09T08:30:00,0.0,2025-10-09T09:00:00,0.0
PN,EDFE-8,2025-10-09T08:30:00,2.0,2025-10-09T08:31:00,0.0
PN,EDFE-21,2025-10-09T08:31:00,-2.0,2025-10-09T09:00:00,-2.0
PN,EDFE-8,2025-10-09T08:31:00,0.0,2025-10-09T09:00:00,0.0
PN,EDFE-21,2025-10-09T09:00:00,-2.0,2025-10-09T09:01:00,-3.0
PN,EDFE-11,2025-10-09T09:00:00,0.0,2025-10-09T09:30:00,0.0
PN,EDFE-8,2025-10-09T09:00:00,0.0,2025-10-09T09:01:00,-1.0
PN,EDFE-21,2025-10-09T09:01:00,-3.0,2025-10-09T09:30:00,-3.0
PN,EDFE-8,2025-10-09T09:01:00,-1.0,2025-10-09T09:30:00,-1.0
PN,EDFE-21,2025-10-09T09:30:00,-3.0,2025-10-09T10:00:00,-3.0
PN,EDFE-11,2025-10-09T09:30:00,0.0,2025-10-09T10:00:00,0.0
PN,EDFE-8,2025-10-09T09:30:00,-1.0,2025-10-09T09:31:00,-3.0
PN,EDFE-8,2025-10-09T09:31:00,-3.0,2025-10-09T09:59:00,-3.0
PN,EDFE-8,2025-10-09T09:59:00,-3.0,2025-10-09T10:00:00,0.0
PN,EDFE-11,2025-10-09T10:00:00,0.0,2025-10-09T10:30:00,0.0
PN,EDFE-8,2025-10-09T10:00:00,0.0,2025-10-09T10:30:00,0.0
PN,EDFE-21,2025-10-09T10:00:00,-3.0,2025-10-09T10:01:00,-1.0
PN,EDFE-21,2025-10-09T10:01:00,-1.0,2025-10-09T10:30:00,-1.0
PN,EDFE-11,2025-10-09T10:30:00,0.0,2025-10-09T11:00:00,0.0
PN,EDFE-21,2025-10-09T10:30:00,-1.0,2025-10-09T11:00:00,-1.0
PN,EDFE-8,2025-10-09T10:30:00,0.0,2025-10-09T11:00:00,0.0
PN,EDFE-11,2025-10-09T11:00:00,0.0,2025-10-09T11:30:00,0.0
PN,EDFE-8,2025-10-09T11:00:00,0.0,2025-10-09T11:01:00,-3.0
PN,EDFE-21,2025-10-09T11:00:00,-1.0,2025-10-09T11:30:00,-1.0
PN,EDFE-8,2025-10-09T11:01:00,-3.0,2025-10-09T11:29:00,-3.0
PN,EDFE-8,2025-10-09T11:29:00,-3.0,2025-10-09T11:30:00,0.0
PN,EDFE-21,2025-10-09T11:30:00,-1.0,2025-10-09T12:00:00,-1.0
PN,EDFE-8,2025-10-09T11:30:00,0.0,2025-10-09T11:31:00,2.0
PN,EDFE-11,2025-10-09T11:30:00,0.0,2025-10-09T12:00:00,0.0
PN,EDFE-8,2025-10-09T11:31:00,2.0,2025-10-09T11:59:00,2.0
PN,EDFE-8,2025-10-09T11:59:00,2.0,2025-10-09T12:00:00,0.0
PN,EDFE-11,2025-10-09T12:00:00,0.0,2025-10-09T12:30:00,0.0
PN,EDFE-8,2025-10-09T12:00:00,0.0,2025-10-09T12:01:00,-6.0
PN,EDFE-21,2025-10-09T12:00:00,-1.0,2025-10-09T12:30:00,-1.0
PN,EDFE-8,2025-10-09T12:01:00,-6.0,2025-10-09T12:29:00,-6.0
PN,EDFE-8,2025-10-09T12:29:00,-6.0,2025-10-09T12:30:00,0.0
PN,EDFE-8,2025-10-09T12:30:00,0.0,2025-10-09T13:00:00,0.0
PN,EDFE-21,2025-10-09T12:30:00,-1.0,2025-10-09T12:31:00,-10.0
PN,EDFE-11,2025-10-09T12:30:00,0.0,2025-10-09T13:00:00,0.0
PN,EDFE-21,2025-10-09T12:31:00,-10.0,2025-10-09T12:59:00,-10.0
PN,EDFE-21,2025-10-09T12:59:00,-10.0,2025-10-09T13:00:00,-6.0
PN,EDFE-11,2025-10-09T13:00:00,0.0,2025-10-09T13:30:00,0.0
PN,EDFE-8,2025-10-09T13:00:00,0.0,2025-10-09T13:01:00,1.0
PN,EDFE-21,2025-10-09T13:00:00,-6.0,2025-10-09T13:01:00,-4.0
PN,EDFE-21,2025-10-09T13:01:00,-4.0,2025-10-09T13:29:00,-4.0
PN,EDFE-8,2025-10-09T13:01:00,1.0,2025-10-09T13:29:00,1.0
PN,EDFE-8,2025-10-09T13:29:00,1.0,2025-10-09T13:30:00,0.0
PN,EDFE-21,2025-10-09T13:29:00,-4.0,2025-10-09T13:30:00,-1.0
PN,EDFE-11,2025-10-09T13:30:00,0.0,2025-10-09T14:00:00,0.0
PN,EDFE-8,2025-10-09T13:30:00,0.0,2025-10-09T13:31:00,-1.0
PN,EDFE-21,2025-10-09T13:30:00,-1.0,2025-10-09T13:31:00,-2.0
PN,EDFE-21,2025-10-09T13:31:00,-2.0,2025-10-09T13:59:00,-2.0
PN,EDFE-8,2025-10-09T13:31:00,-1.0,2025-10-09T13:59:00,-1.0
PN,EDFE-21,2025-10-09T13:59:00,-2.0,2025-10-09T14:00:00,0.0
PN,EDFE-8,2025-10-09T13:59:00,-1.0,2025-10-09T14:00:00,0.0
PN,EDFE-8,2025-10-09T14:00:00,0.0,2025-10-09T14:30:00,0.0
PN,EDFE-11,2025-10-09T14:00:00,0.0,2025-10-09T14:30:00,0.0
PN,EDFE-21,2025-10-09T14:00:00,0.0,2025-10-09T14:01:00,3.0
PN,EDFE-21,2025-10-09T14:01:00,3.0,2025-10-09T14:29:00,3.0
PN,EDFE-21,2025-10-09T14:29:00,3.0,2025-10-09T14:30:00,2.0
PN,EDFE-11,2025-10-09T14:30:00,0.0,2025-10-09T15:00:00,0.0
PN,EDFE-8,2025-10-09T14:30:00,0.0,2025-10-09T14:31:00,-2.0
PN,EDFE-21,2025-10-09T14:30:00,2.0,2025-10-09T14:31:00,3.0
PN,EDFE-21,2025-10-09T14:31:00,3.0,2025-10-09T14:59:00,3.0
PN,EDFE-8,2025-10-09T14:31:00,-2.0,2025-10-09T14:59:00,-2.0
PN,EDFE-21,2025-10-09T14:59:00,3.0,2025-10-09T15:00:00,1.0
PN,EDFE-8,2025-10-09T14:59:00,-2.0,2025-10-09T15:00:00,-1.0
PN,EDFE-11,2025-10-09T15:00:00,0.0,2025-10-09T15:30:00,0.0
PN,EDFE-8,2025-10-09T15:00:00,-1.0,2025-10-09T15:01:00,-2.0
PN,EDFE-21,2025-10-09T15:00:00,1.0,2025-10-09T15:01:00,4.0
PN,EDFE-21,2025-10-09T15:01:00,4.0,2025-10-09T15:29:00,4.0
PN,EDFE-8,2025-10-09T15:01:00,-2.0,2025-10-09T15:29:00,-2.0
PN,EDFE-21,2025-10-09T15:29:00,4.0,2025-10-09T15:30:00,2.0
PN,EDFE-8,2025-10-09T15:29:00,-2.0,2025-10-09T15:30:00,0.0
PN,EDFE-8,2025-10-09T15:30:00,0.0,2025-10-09T15:31:00,-1.0
PN,EDFE-11,2025-10-09T15:30:00,0.0,2025-10-09T16:00:00,0.0
PN,EDFE-21,2025-10-09T15:30:00,2.0,2025-10-09T15:31:00,4.0
PN,EDFE-21,2025-10-09T15:31:00,4.0,2025-10-09T15:59:00,4.0
PN,EDFE-8,2025-10-09T15:31:00,-1.0,2025-10-09T15:59:00,-1.0
PN,EDFE-8,2025-10-09T15:59:00,-1.0,2025-10-09T16:00:00,0.0
PN,EDFE-21,2025-10-09T15:59:00,4.0,2025-10-09T16:00:00,2.0
PN,EDFE-8,2025-10-09T16:00:00,0.0,2025-10-09T16:01:00,1.0
PN,EDFE-21,2025-10-09T16:00:00,2.0,2025-10-09T16:30:00,2.0
PN,EDFE-11,2025-10-09T16:00:00,0.0,2025-10-09T16:30:00,0.0
PN,EDFE-8,2025-10-09T16:01:00,1.0,2025-10-09T16:30:00,1.0
PN,EDFE-8,2025-10-09T16:30:00,1.0,2025-10-09T16:31:00,2.0
PN,EDFE-21,2025-10-09T16:30:00,2.0,2025-10-09T16:31:00,15.0
PN,EDFE-11,2025-10-09T16:30:00,0.0,2025-10-09T17:00:00,0.0
PN,EDFE-8,2025-10-09T16:31:00,2.0,2025-10-09T16:59:00,2.0
PN,EDFE-21,2025-10-09T16:31:00,15.0,2025-10-09T16:59:00,15.0
PN,EDFE-8,2025-10-09T16:59:00,2.0,2025-10-09T17:00:00,0.0
PN,EDFE-21,2025-10-09T16:59:00,15.0,2025-10-09T17:00:00,6.0
PN,EDFE-8,2025-10-09T17:00:00,0.0,2025-10-09T17:01:00,-6.0
PN,EDFE-21,2025-10-09T17:00:00,6.0,2025-10-09T17:01:00,4.0
PN,EDFE-11,2025-10-09T17:00:00,0.0,2025-10-09T17:30:00,0.0
PN,EDFE-8,2025-10-09T17:01:00,-6.0,2025-10-09T17:29:00,-6.0
PN,EDFE-21,2025-10-09T17:01:00,4.0,2025-10-09T17:30:00,4.0
PN,EDFE-8,2025-10-09T17:29:00,-6.0,2025-10-09T17:30:00,-4.0
PN,EDFE-21,2025-10-09T17:30:00,4.0,2025-10-09T17:31:00,18.0
PN,EDFE-8,2025-10-09T17:30:00,-4.0,2025-10-09T17:31:00,-6.0
PN,EDFE-11,2025-10-09T17:30:00,0.0,2025-10-09T18:00:00,0.0
PN,EDFE-21,2025-10-09T17:31:00,18.0,2025-10-09T17:59:00,18.0
PN,EDFE-8,2025-10-09T17:31:00,-6.0,2025-10-09T17:59:00,-6.0
PN,EDFE-8,2025-10-09T17:59:00,-6.0,2025-10-09T18:00:00,-5.0
PN,EDFE-21,2025-10-09T17:59:00,18.0,2025-10-09T18:00:00,2.0
PN,EDFE-11,2025-10-09T18:00:00,0.0,2025-10-09T18:30:00,0.0
PN,EDFE-8,2025-10-09T18:00:00,-5.0,2025-10-09T18:01:00,-1.0
PN,EDFE-21,2025-10-09T18:00:00,2.0,2025-10-09T18:30:00,2.0
PN,EDFE-8,2025-10-09T18:01:00,-1.0,2025-10-09T18:29:00,-1.0
PN,EDFE-8,2025-10-09T18:29:00,-1.0,2025-10-09T18:30:00,0.0
PN,EDFE-21,2025-10-09T18:30:00,2.0,2025-10-09T18:31:00,0.0
PN,EDFE-8,2025-10-09T18:30:00,0.0,2025-10-09T18:31:00,5.0
PN,EDFE-11,2025-10-09T18:30:00,0.0,2025-10-09T19:00:00,0.0
PN,EDFE-21,2025-10-09T18:31:00,0.0,2025-10-09T19:00:00,0.0
PN,EDFE-8,2025-10-09T18:31:00,5.0,2025-10-09T18:59:00,5.0
PN,EDFE-8,2025-10-09T18:59:00,5.0,2025-10-09T19:00:00,0.0
PN,EDFE-11,2025-10-09T19:00:00,0.0,2025-10-09T19:30:00,0.0
PN,EDFE-8,2025-10-09T19:00:00,0.0,2025-10-09T19:01:00,-1.0
PN,EDFE-21,2025-10-09T19:00:00,0.0,2025-10-09T19:30:00,0.0
PN,EDFE-8,2025-10-09T19:01:00,-1.0,2025-10-09T19:30:00,-1.0
PN,EDFE-11,2025-10-09T19:30:00,0.0,2025-10-09T20:00:00,0.0
PN,EDFE-21,2025-10-09T19:30:00,0.0,2025-10-09T20:00:00,0.0
PN,EDFE-8,2025-10-09T19:30:00,-1.0,2025-10-09T19:31:00,-4.0
PN,EDFE-8,2025-10-09T19:31:00,-4.0,2025-10-09T19:59:00,-4.0
PN,EDFE-8,2025-10-09T19:59:00,-4.0,2025-10-09T20:00:00,0.0
PN,EDFE-21,2025-10-09T20:00:00,0.0,2025-10-09T20:01:00,2.0
PN,EDFE-8,2025-10-09T20:00:00,0.0,2025-10-09T20:01:00,2.0
PN,EDFE-11,2025-10-09T20:00:00,0.0,2025-10-09T20:30:00,0.0
PN,EDFE-8,2025-10-09T20:01:00,2.0,2025-10-09T20:29:00,2.0
PN,EDFE-21,2025-10-09T20:01:00,2.0,2025-10-09T20:30:00,2.0
PN,EDFE-8,2025-10-09T20:29:00,2.0,2025-10-09T20:30:00,0.0
PN,EDFE-21,2025-10-09T20:30:00,2.0,2025-10-09T21:00:00,2.0
PN,EDFE-8,2025-10-09T20:30:00,0.0,2025-10-09T20:31:00,-3.0
PN,EDFE-11,2025-10-09T20:30:00,0.0,2025-10-09T21:00:00,0.0
PN,EDFE-8,2025-10-09T20:31:00,-3.0,2025-10-09T20:59:00,-3.0
PN,EDFE-8,2025-10-09T20:59:00,-3.0,2025-10-09T21:00:00,-2.0
PN,EDFE-8,2025-10-09T21:00:00,-2.0,2025-10-09T21:01:00,-4.0
PN,EDFE-21,2025-10-09T21:00:00,2.0,2025-10-09T21:01:00,1.0
PN,EDFE-11,2025-10-09T21:00:00,0.0,2025-10-09T21:30:00,0.0
PN,EDFE-8,2025-10-09T21:01:00,-4.0,2025-10-09T21:29:00,-4.0
PN,EDFE-21,2025-10-09T21:01:00,1.0,2025-10-09T21:30:00,1.0
PN,EDFE-8,2025-10-09T21:29:00,-4.0,2025-10-09T21:30:00,0.0
PN,EDFE-21,2025-10-09T21:30:00,1.0,2025-10-09T21:31:00,2.0
PN,EDFE-11,2025-10-09T21:30:00,0.0,2025-10-09T22:00:00,0.0
PN,EDFE-8,2025-10-09T21:30:00,0.0,2025-10-09T22:00:00,0.0
PN,EDFE-21,2025-10-09T21:31:00,2.0,2025-10-09T22:00:00,2.0
PN,EDFE-11,2025-10-09T22:00:00,0.0,2025-10-09T22:30:00,0.0
PN,EDFE-21,2025-10-09T22:00:00,0.0,2025-10-09T22:30:00,0.0
PN,EDFE-8,2025-10-09T22:00:00,0.0,2025-10-09T22:01:00,5.0
PN,EDFE-8,2025-10-09T22:01:00,5.0,2025-10-09T22:29:00,5.0
PN,EDFE-8,2025-10-09T22:29:00,5.0,2025-10-09T22:30:00,0.0
PN,EDFE-11,2025-10-09T22:30:00,0.0,2025-10-09T23:00:00,0.0
PN,EDFE-8,2025-10-09T22:30:00,0.0,2025-10-09T22:31:00,-1.0
PN,EDFE-21,2025-10-09T22:30:00,0.0,2025-10-09T23:00:00,0.0
PN,EDFE-8,2025-10-09T22:31:00,-1.0,2025-10-09T23:00:00,-1.0
PN,EDFE-21,2025-10-09T23:00:00,0.0,2025-10-09T23:30:00,0.0
PN,EDFE-8,2025-10-09T23:00:00,-1.0,2025-10-09T23:01:00,0.0
PN,EDFE-11,2025-10-09T23:00:00,0.0,2025-10-09T23:30:00,0.0
PN,EDFE-8,2025-10-09T23:01:00,0.0,2025-10-09T23:30:00,0.0
PN,EDFE-11,2025-10-09T23:30:00,0.0,2025-10-10T00:00:00,0.0
PN,EDFE-8,2025-10-09T23:30:00,0.0,2025-10-10T00:00:00,0.0
PN,EDFE-21,2025-10-09T23:30:00,0.0,2025-10-10T00:00:00,0.0
PN,EDFE-21,2025-10-10T00:00:00,0.0,2025-10-10T00:30:00,0.0
PN,EDFE-8,2025-10-10T00:00:00,0.0,2025-10-10T00:01:00,-6.0
PN,EDFE-11,2025-10-10T00:00:00,0.0,2025-10-10T00:30:00,0.0
PN,EDFE-8,2025-10-10T00:01:00,-6.0,2025-10-10T00:30:00,-6.0
PN,EDFE-21,2025-10-10T00:30:00,0.0,2025-10-10T01:00:00,0.0
PN,EDFE-11,2025-10-10T00:30:00,0.0,2025-10-10T01:00:00,0.0
PN,EDFE-8,2025-10-10T00:30:00,-6.0,2025-10-10T00:31:00,0.0
PN,EDFE-8,2025-10-10T00:31:00,0.0,2025-10-10T01:00:00,0.0
PN,EDFE-11,2025-10-10T01:00:00,0.0,2025-10-10T01:30:00,0.0
PN,EDFE-8,2025-10-10T01:00:00,0.0,2025-10-10T01:01:00,-2.0
