Data,Unit ID,Time From,Level From,Time To,Level To
PN,EDFE-21,2025-10-16T17:00:00,0.0,2025-10-16T17:02:00,14.0
PN,EDFE-8,2025-10-16T17:01:00,-6.0,2025-10-16T17:29:00,-6.0
PN,EDFE-21,2025-10-16T17:02:00,14.0,2025-10-16T17:30:00,14.0
PN,EDFE-8,2025-10-16T17:29:00,-6.0,2025-10-16T17:30:00,-2.0
PN,EDFE-8,2025-10-16T17:30:00,-2.0,2025-10-16T17:31:00,-3.0
PN,EDFE-21,2025-10-16T17:30:00,14.0,2025-10-16T17:58:00,14.0
PN,EDFE-11,2025-10-16T17:30:00,0.0,2025-10-16T18:00:00,0.0
PN,EDFE-8,2025-10-16T17:31:00,-3.0,2025-10-16T17:59:00,-3.0
PN,EDFE-21,2025-10-16T17:58:00,14.0,2025-10-16T18:00:00,4.0
PN,EDFE-8,2025-10-16T17:59:00,-3.0,2025-10-16T18:00:00,-2.0
PN,EDFE-8,2025-10-16T18:00:00,-2.0,2025-10-16T18:01:00,-1.0
PN,EDFE-11,2025-10-16T18:00:00,0.0,2025-10-16T18:30:00,0.0
PN,EDFE-21,2025-10-16T18:00:00,4.0,2025-10-16T18:29:00,4.0
PN,EDFE-8,2025-10-16T18:01:00,-1.0,2025-10-16T18:29:00,-1.0
PN,EDFE-8,2025-10-16T18:29:00,-1.0,2025-10-16T18:30:00,0.0
PN,EDFE-21,2025-10-16T18:29:00,4.0,2025-10-16T18:30:00,2.0
PN,EDFE-21,2025-10-16T18:30:00,2.0,2025-10-16T18:31:00,0.0
PN,EDFE-8,2025-10-16T18:30:00,0.0,2025-10-16T18:31:00,4.0
PN,EDFE-11,2025-10-16T18:30:00,0.0,2025-10-16T19:00:00,0.0
PN,EDFE-21,2025-10-16T18:31:00,0.0,2025-10-16T19:00:00,0.0
PN,EDFE-8,2025-10-16T18:31:00,4.0,2025-10-16T18:59:00,4.0
PN,EDFE-8,2025-10-16T18:59:00,4.0,2025-10-16T19:00:00,0.0
PN,EDFE-11,2025-10-16T19:00:00,0.0,2025-10-16T19:30:00,0.0
PN,EDFE-8,2025-10-16T19:00:00,0.0,2025-10-16T19:01:00,-1.0
PN,EDFE-21,2025-10-16T19:00:00,0.0,2025-10-16T19:01:00,1.0
PN,EDFE-8,2025-10-16T19:01:00,-1.0,2025-10-16T19:30:00,-1.0
PN,EDFE-21,2025-10-16T19:01:00,1.0,2025-10-16T19:30:00,1.0
PN,EDFE-11,2025-10-16T19:30:00,0.0,2025-10-16T20:00:00,0.0
PN,EDFE-21,2025-10-16T19:30:00,1.0,2025-10-16T19:31:00,0.0
PN,EDFE-8,2025-10-16T19:30:00,-1.0,2025-10-16T19:31:00,-5.0
PN,EDFE-21,2025-10-16T19:31:00,0.0,2025-10-16T20:00:00,0.0
PN,EDFE-8,2025-10-16T19:31:00,-5.0,2025-10-16T19:59:00,-5.0
PN,EDFE-8,2025-10-16T19:59:00,-5.0,2025-10-16T20:00:00,0.0
PN,EDFE-8,2025-10-16T20:00:00,0.0,2025-10-16T20:30:00,0.0
PN,EDFE-11,2025-10-16T20:00:00,0.0,2025-10-16T20:30:00,0.0
PN,EDFE-21,2025-10-16T20:00:00,0.0,2025-10-16T20:01:00,-2.0
PN,EDFE-21,2025-10-16T20:01:00,-2.0,2025-10-16T20:29:00,-2.0
PN,EDFE-21,2025-10-16T20:29:00,-2.0,2025-10-16T20:30:00,0.0
PN,EDFE-11,2025-10-16T20:30:00,0.0,2025-10-16T21:00:00,0.0
PN,EDFE-21,2025-10-16T20:30:00,0.0,2025-10-16T21:00:00,0.0
PN,EDFE-8,2025-10-16T20:30:00,0.0,2025-10-16T20:31:00,-3.0
PN,EDFE-8,2025-10-16T20:31:00,-3.0,2025-10-16T21:00:00,-3.0
PN,EDFE-8,2025-10-16T21:00:00,-3.0,2025-10-16T21:01:00,-5.0
PN,EDFE-11,2025-10-16T21:00:00,0.0,2025-10-16T21:30:00,0.0
PN,EDFE-21,2025-10-16T21:00:00,0.0,2025-10-16T21:01:00,-1.0
PN,EDFE-8,2025-10-16T21:01:00,-5.0,2025-10-16T21:29:00,-5.0
PN,EDFE-21,2025-10-16T21:01:00,-1.0,2025-10-16T21:29:00,-1.0
PN,EDFE-21,2025-10-16T21:29:00,-1.0,2025-10-16T21:30:00,0.0
PN,EDFE-8,2025-10-16T21:29:00,-5.0,2025-10-16T21:30:00,-2.0
PN,EDFE-11,2025-10-16T21:30:00,0.0,2025-10-16T22:00:00,0.0
PN,EDFE-8,2025-10-16T21:30:00,-2.0,2025-10-16T21:59:00,-2.0
PN,EDFE-21,2025-10-16T21:30:00,0.0,2025-10-16T21:31:00,1.0
PN,EDFE-21,2025-10-16T21:31:00,1.0,2025-10-16T22:00:00,1.0
PN,EDFE-8,2025-10-16T21:59:00,-2.0,2025-10-16T22:00:00,0.0
PN,EDFE-21,2025-10-16T22:00:00,0.0,2025-10-16T22:30:00,0.0
PN,EDFE-11,2025-10-16T22:00:00,0.0,2025-10-16T22:30:00,0.0
PN,EDFE-8,2025-10-16T22:00:00,0.0,2025-10-16T22:01:00,4.0
PN,EDFE-8,2025-10-16T22:01:00,4.0,2025-10-16T22:29:00,4.0
PN,EDFE-8,2025-10-16T22:29:00,4.0,2025-10-16T22:30:00,0.0
PN,EDFE-8,2025-10-16T22:30:00,0.0,2025-10-16T22:31:00,-2.0
PN,EDFE-11,2025-10-16T22:30:00,0.0,2025-10-16T23:00:00,0.0
PN,EDFE-21,2025-10-16T22:30:00,0.0,2025-10-16T23:00:00,0.0
PN,EDFE-8,2025-10-16T22:31:00,-2.0,2025-10-16T22:59:00,-2.0
PN,EDFE-8,2025-10-16T22:59:00,-2.0,2025-10-16T23:00:00,0.0
PN,EDFE-8,2025-10-16T23:00:00,0.0,2025-10-16T23:01:00,3.0
PN,EDFE-11,2025-10-16T23:00:00,0.0,2025-10-16T23:30:00,0.0
PN,EDFE-21,2025-10-16T23:00:00,0.0,2025-10-16T23:30:00,0.0
PN,EDFE-8,2025-10-16T23:01:00,3.0,2025-10-16T23:29:00,3.0
PN,EDFE-8,2025-10-16T23:29:00,3.0,2025-10-16T23:30:00,0.0
PN,EDFE-8,2025-10-16T23:30:00,0.0,2025-10-16T23:31:00,-2.0
PN,EDFE-11,2025-10-16T23:30:00,0.0,2025-10-17T00:00:00,0.0
PN,EDFE-21,2025-10-16T23:30:00,0.0,2025-10-17T00:00:00,0.0
PN,EDFE-8,2025-10-16T23:31:00,-2.0,2025-10-16T23:59:00,-2.0
PN,EDFE-8,2025-10-16T23:59:00,-2.0,2025-10-17T00:00:00,0.0
PN,EDFE-21,2025-10-17T00:00:00,0.0,2025-10-17T00:30:00,0.0
PN,EDFE-8,2025-10-17T00:00:00,0.0,2025-10-17T00:01:00,-1.0
PN,EDFE-11,2025-10-17T00:00:00,0.0,2025-10-17T00:30:00,0.0
PN,EDFE-8,2025-10-17T00:01:00,-1.0,2025-10-17T00:30:00,-1.0
PN,EDFE-21,2025-10-17T00:30:00,0.0,2025-10-17T01:00:00,0.0
PN,EDFE-8,2025-10-17T00:30:00,-1.0,2025-10-17T01:00:00,-1.0
PN,EDFE-11,2025-10-17T00:30:00,0.0,2025-10-17T01:00:00,0.0
PN,EDFE-21,2025-10-17T01:00:00,0.0,2025-10-17T01:30:00,0.0
PN,EDFE-11,2025-10-17T01:00:00,0.0,2025-10-17T01:30:00,0.0
PN,EDFE-8,2025-10-17T01:00:00,-1.0,2025-10-17T01:01:00,-3.0
PN,EDFE-8,2025-10-17T01:01:00,-3.0,2025-10-17T01:29:00,-3.0
PN,EDFE-8,2025-10-17T01:29:00,-3.0,2025-10-17T01:30:00,0.0
PN,EDFE-11,2025-10-17T01:30:00,0.0,2025-10-17T02:00:00,0.0
PN,EDFE-21,2025-10-17T01:30:00,-20.0,2025-10-17T02:00:00,-20.0
PN,EDFE-8,2025-10-17T01:30:00,0.0,2025-10-17T02:00:00,0.0
PN,EDFE-8,2025-10-17T02:00:00,0.0,2025-10-17T02:01:00,-1.0
PN,EDFE-21,2025-10-17T02:00:00,-20.0,2025-10-17T02:30:00,-20.0
PN,EDFE-11,2025-10-17T02:00:00,0.0,2025-10-17T02:30:00,0.0
PN,EDFE-8,2025-10-17T02:01:00,-1.0,2025-10-17T02:30:00,-1.0
PN,EDFE-11,2025-10-17T02:30:00,0.0,2025-10-17T03:00:00,0.0
PN,EDFE-8,2025-10-17T02:30:00,-1.0,2025-10-17T02:59:00,-1.0
PN,EDFE-21,2025-10-17T02:30:00,0.0,2025-10-17T03:00:00,0.0
PN,EDFE-8,2025-10-17T02:59:00,-1.0,2025-10-17T03:00:00,0.0
PN,EDFE-21,2025-10-17T03:00:00,0.0,2025-10-17T03:30:00,0.0
PN,EDFE-8,2025-10-17T03:00:00,0.0,2025-10-17T03:01:00,-5.0
PN,EDFE-11,2025-10-17T03:00:00,0.0,2025-10-17T03:30:00,0.0
PN,EDFE-8,2025-10-17T03:01:00,-5.0,2025-10-17T03:29:00,-5.0
PN,EDFE-8,2025-10-17T03:29:00,-5.0,2025-10-17T03:30:00,0.0
PN,EDFE-11,2025-10-17T03:30:00,0.0,2025-10-17T04:00:00,0.0
PN,EDFE-21,2025-10-17T03:30:00,0.0,2025-10-17T04:00:00,0.0
PN,EDFE-8,2025-10-17T03:30:00,0.0,2025-10-17T04:00:00,0.0
PN,EDFE-21,2025-10-17T04:00:00,0.0,2025-10-17T04:30:00,0.0
PN,EDFE-8,2025-10-17T04:00:00,0.0,2025-10-17T04:01:00,4.0
PN,EDFE-11,2025-10-17T04:00:00,0.0,2025-10-17T04:30:00,0.0
PN,EDFE-8,2025-10-17T04:01:00,4.0,2025-10-17T04:29:00,4.0
PN,EDFE-8,2025-10-17T04:29:00,4.0,2025-10-17T04:30:00,0.0
PN,EDFE-21,2025-10-17T04:30:00,0.0,2025-10-17T05:00:00,0.0
PN,EDFE-11,2025-10-17T04:30:00,0.0,2025-10-17T05:00:00,0.0
PN,EDFE-8,2025-10-17T04:30:00,0.0,2025-10-17T04:31:00,6.0
PN,EDFE-8,2025-10-17T04:31:00,6.0,2025-10-17T04:59:00,6.0
PN,EDFE-8,2025-10-17T04:59:00,6.0,2025-10-17T05:00:00,0.0
PN,EDFE-11,2025-10-17T05:00:00,0.0,2025-10-17T05:30:00,0.0
PN,EDFE-8,2025-10-17T05:00:00,0.0,2025-10-17T05:01:00,-6.0
PN,EDFE-21,2025-10-17T05:00:00,0.0,2025-10-17T05:30:00,0.0
PN,EDFE-8,2025-10-17T05:01:00,-6.0,2025-10-17T05:29:00,-6.0
PN,EDFE-8,2025-10-17T05:29:00,-6.0,2025-10-17T05:30:00,0.0
PN,EDFE-8,2025-10-17T05:30:00,0.0,2025-10-17T06:00:00,0.0
PN,EDFE-11,2025-10-17T05:30:00,0.0,2025-10-17T06:00:00,0.0
PN,EDFE-21,2025-10-17T05:30:00,0.0,2025-10-17T06:00:00,0.0
PN,EDFE-21,2025-10-17T06:00:00,20.0,2025-10-17T06:30:00,20.0
PN,EDFE-11,2025-10-17T06:00:00,0.0,2025-10-17T06:30:00,0.0
PN,EDFE-8,2025-10-17T06:00:00,0.0,2025-10-17T06:30:00,0.0
PN,EDFE-11,2025-10-17T06:30:00,0.0,2025-10-17T07:00:00,0.0
PN,EDFE-21,2025-10-17T06:30:00,20.0,2025-10-17T07:00:00,20.0
PN,EDFE-8,2025-10-17T06:30:00,0.0,2025-10-17T06:31:00,5.0
PN,EDFE-8,2025-10-17T06:31:00,5.0,2025-10-17T06:59:00,5.0
PN,EDFE-8,2025-10-17T06:59:00,5.0,2025-10-17T07:00:00,0.0
PN,EDFE-8,2025-10-17T07:00:00,0.0,2025-10-17T07:01:00,-5.0
PN,EDFE-21,2025-10-17T07:00:00,9.0,2025-10-17T07:30:00,9.0
PN,EDFE-11,2025-10-17T07:00:00,0.0,2025-10-17T07:30:00,0.0
PN,EDFE-8,2025-10-17T07:01:00,-5.0,2025-10-17T07:29:00,-5.0
PN,EDFE-8,2025-10-17T07:29:00,-5.0,2025-10-17T07:30:00,0.0
PN,EDFE-21,2025-10-17T07:30:00,0.0,2025-10-17T08:00:00,0.0
PN,EDFE-11,2025-10-17T07:30:00,0.0,2025-10-17T08:00:00,0.0
PN,EDFE-8,2025-10-17T07:30:00,0.0,2025-10-17T07:31:00,-4.0
PN,EDFE-8,2025-10-17T07:31:00,-4.0,2025-10-17T07:59:00,-4.0
PN,EDFE-8,2025-10-17T07:59:00,-4.0,2025-10-17T08:00:00,0.0
PN,EDFE-8,2025-10-17T08:00:00,0.0,2025-10-17T08:01:00,6.0
PN,EDFE-11,2025-10-17T08:00:00,0.0,2025-10-17T08:30:00,0.0
PN,EDFE-21,2025-10-17T08:00:00,0.0,2025-10-17T08:30:00,0.0
PN,EDFE-8,2025-10-17T08:01:00,6.0,2025-10-17T08:29:00,6.0
PN,EDFE-8,2025-10-17T08:29:00,6.0,2025-10-17T08:30:00,1.0
PN,EDFE-8,2025-10-17T08:30:00,1.0,2025-10-17T08:31:00,0.0
PN,EDFE-11,2025-10-17T08:30:00,0.0,2025-10-17T09:00:00,0.0
PN,EDFE-21,2025-10-17T08:30:00,0.0,2025-10-17T09:00:00,0.0
PN,EDFE-8,2025-10-17T08:31:00,0.0,2025-10-17T09:00:00,0.0
PN,EDFE-11,2025-10-17T09:00:00,0.0,2025-10-17T09:30:00,0.0
PN,EDFE-8,2025-10-17T09:00:00,0.0,2025-10-17T09:01:00,-5.0
PN,EDFE-21,2025-10-17T09:00:00,0.0,2025-10-17T09:30:00,0.0
PN,EDFE-8,2025-10-17T09:01:00,-5.0,2025-10-17T09:29:00,-5.0
PN,EDFE-8,2025-10-17T09:29:00,-5.0,2025-10-17T09:30:00,0.0
PN,EDFE-21,2025-10-17T09:30:00,0.0,2025-10-17T10:00:00,0.0
PN,EDFE-11,2025-10-17T09:30:00,0.0,2025-10-17T10:00:00,0.0
PN,EDFE-8,2025-10-17T09:30:00,0.0,2025-10-17T09:31:00,1.0
PN,EDFE-8,2025-10-17T09:31:00,1.0,2025-10-17T09:59:00,1.0
PN,EDFE-8,2025-10-17T09:59:00,1.0,2025-10-17T10:00:00,0.0
PN,EDFE-8,2025-10-17T10:00:00,0.0,2025-10-17T10:01:00,3.0
PN,EDFE-11,2025-10-17T10:00:00,0.0,2025-10-17T10:30:00,0.0
PN,EDFE-21,2025-10-17T10:00:00,0.0,2025-10-17T10:30:00,0.0
PN,EDFE-8,2025-10-17T10:01:00,3.0,2025-10-17T10:29:00,3.0
PN,EDFE-8,2025-10-17T10:29:00,3.0,2025-10-17T10:30:00,0.0
PN,EDFE-21,2025-10-17T10:30:00,-20.0,2025-10-17T11:00:00,-20.0
PN,EDFE-11,2025-10-17T10:30:00,0.0,2025-10-17T11:00:00,0.0
PN,EDFE-8,2025-10-17T10:30:00,0.0,2025-10-17T10:31:00,-1.0
PN,EDFE-8,2025-10-17T10:31:00,-1.0,2025-10-17T10:59:00,-1.0
PN,EDFE-8,2025-10-17T10:59:00,-1.0,2025-10-17T11:00:00,0.0
PN,EDFE-8,2025-10-17T11:00:00,0.0,2025-10-17T11:01:00,-4.0
PN,EDFE-21,2025-10-17T11:00:00,0.0,2025-10-17T11:30:00,0.0
PN,EDFE-11,2025-10-17T11:00:00,0.0,2025-10-17T11:30:00,0.0
PN,EDFE-8,2025-10-17T11:01:00,-4.0,2025-10-17T11:29:00,-4.0
PN,EDFE-8,2025-10-17T11:29:00,-4.0,2025-10-17T11:30:00,0.0
PN,EDFE-11,2025-10-17T11:30:00,0.0,2025-10-17T12:00:00,0.0
PN,EDFE-8,2025-10-17T11:30:00,0.0,2025-10-17T12:00:00,0.0
PN,EDFE-21,2025-10-17T11:30:00,0.0,2025-10-17T12:00:00,0.0
PN,EDFE-11,2025-10-17T12:00:00,0.0,2025-10-17T12:30:00,0.0
PN,EDFE-21,2025-10-17T12:00:00,0.0,2025-10-17T12:30:00,0.0
PN,EDFE-8,2025-10-17T12:00:00,0.0,2025-10-17T12:01:00,2.0
PN,EDFE-8,2025-10-17T12:01:00,2.0,2025-10-17T12:29:00,2.0
PN,EDFE-8,2025-10-17T12:29:00,2.0,2025-10-17T12:30:00,1.0
PN,EDFE-21,2025-10-17T12:30:00,0.0,2025-10-17T13:00:00,0.0
PN,EDFE-11,2025-10-17T12:30:00,0.0,2025-10-17T13:00:00,0.0
PN,EDFE-8,2025-10-17T12:30:00,1.0,2025-10-17T12:59:00,1.0
PN,EDFE-8,2025-10-17T12:59:00,1.0,2025-10-17T13:00:00,0.0
PN,EDFE-11,2025-10-17T13:00:00,0.0,2025-10-17T13:30:00,0.0
PN,EDFE-21,2025-10-17T13:00:00,-14.0,2025-10-17T13:30:00,-14.0
PN,EDFE-8,2025-10-17T13:00:00,0.0,2025-10-17T13:01:00,-2.0
PN,EDFE-8,2025-10-17T13:01:00,-2.0,2025-10-17T13:29:00,-2.0
PN,EDFE-8,2025-10-17T13:29:00,-2.0,2025-10-17T13:30:00,0.0
PN,EDFE-8,2025-10-17T13:30:00,0.0,2025-10-17T13:31:00,2.0
PN,EDFE-21,2025-10-17T13:30:00,-14.0,2025-10-17T14:00:00,-14.0
PN,EDFE-11,2025-10-17T13:30:00,0.0,2025-10-17T14:00:00,0.0
PN,EDFE-8,2025-10-17T13:31:00,2.0,2025-10-17T13:59:00,2.0
PN,EDFE-8,2025-10-17T13:59:00,2.0,2025-10-17T14:00:00,0.0
PN,EDFE-8,2025-10-17T14:00:00,0.0,2025-10-17T14:30:00,0.0
PN,EDFE-21,2025-10-17T14:00:00,0.0,2025-10-17T14:30:00,0.0
PN,EDFE-11,2025-10-17T14:00:00,0.0,2025-10-17T14:30:00,0.0
PN,EDFE-21,2025-10-17T14:30:00,0.0,2025-10-17T15:00:00,0.0
PN,EDFE-8,2025-10-17T14:30:00,0.0,2025-10-17T14:31:00,-2.0
PN,EDFE-11,2025-10-17T14:30:00,0.0,2025-10-17T15:00:00,0.0
PN,EDFE-8,2025-10-17T14:31:00,-2.0,2025-10-17T14:59:00,-2.0
PN,EDFE-8,2025-10-17T14:59:00,-2.0,2025-10-17T15:00:00,0.0
PN,EDFE-8,2025-10-17T15:00:00,0.0,2025-10-17T15:01:00,-1.0
PN,EDFE-11,2025-10-17T15:00:00,0.0,2025-10-17T15:30:00,0.0
PN,EDFE-21,2025-10-17T15:00:00,0.0,2025-10-17T15:30:00,0.0
PN,EDFE-8,2025-10-17T15:01:00,-1.0,2025-10-17T15:29:00,-1.0
PN,EDFE-8,2025-10-17T15:29:00,-1.0,2025-10-17T15:30:00,0.0
PN,EDFE-21,2025-10-17T15:30:00,0.0,2025-10-17T16:00:00,0.0
PN,EDFE-11,2025-10-17T15:30:00,0.0,2025-10-17T16:00:00,0.0
PN,EDFE-8,2025-10-17T15:30:00,0.0,2025-10-17T15:31:00,-2.0
PN,EDFE-8,2025-10-17T15:31:00,-2.0,2025-10-17T15:59:00,-2.0
PN,EDFE-8,2025-10-17T15:59:00,-2.0,2025-10-17T16:00:00,0.0
PN,EDFE-8,2025-10-17T16:00:00,0.0,2025-10-17T16:01:00,2.0
PN,EDFE-21,2025-10-17T16:00:00,0.0,2025-10-17T16:30:00,0.0
PN,EDFE-11,2025-10-17T16:00:00,0.0,2025-10-17T16:30:00,0.0
PN,EDFE-8,2025-10-17T16:01:00,2.0,2025-10-17T16:30:00,2.0
PN,EDFE-11,2025-10-17T16:30:00,0.0,2025-10-17T17:00:00,0.0
PN,EDFE-8,2025-10-17T16:30:00,2.0,2025-10-17T16:31:00,6.0
PN,EDFE-21,2025-10-17T16:30:00,16.0,2025-10-17T17:00:00,16.0
PN,EDFE-8,2025-10-17T16:31:00,6.0,2025-10-17T16:59:00,6.0
PN,EDFE-8,2025-10-17T16:59:00,6.0,2025-10-17T17:00:00,0.0
PN,EDFE-21,2025-10-17T17:00:00,20.0,2025-10-17T17:30:00,20.0
PN,EDFE-11,2025-10-17T17:00:00,0.0,2025-10-17T17:30:00,0.0
PN,EDFE-8,2025-10-17T17:00:00,0.0,2025-10-17T17:01:00,-3.0
PN,EDFE-8,2025-10-17T17:01:00,-3.0,2025-10-17T17:29:00,-3.0
PN,EDFE-8,2025-10-17T17:29:00,-3.0,2025-10-17T17:30:00,0.0
PN,EDFE-21,2025-10-17T17:30:00,7.0,2025-10-17T18:00:00,7.0
PN,EDFE-8,2025-10-17T17:30:00,0.0,2025-10-17T18:00:00,0.0
PN,EDFE-11,2025-10-17T17:30:00,0.0,2025-10-17T18:00:00,0.0
PN,EDFE-21,2025-10-17T18:00:00,7.0,2025-10-17T18:30:00,7.0
PN,EDFE-8,2025-10-17T18:00:00,0.0,2025-10-17T18:30:00,0.0
PN,EDFE-11,2025-10-17T18:00:00,0.0,2025-10-17T18:30:00,0.0
PN,EDFE-11,2025-10-17T18:30:00,0.0,2025-10-17T19:00:00,0.0
PN,EDFE-8,2025-10-17T18:30:00,0.0,2025-10-17T19:00:00,0.0
PN,EDFE-21,2025-10-17T18:30:00,7.0,2025-10-17T18:59:00,7.0
PN,EDFE-21,2025-10-17T18:59:00,7.0,2025-10-17T19:00:00,1.0
PN,EDFE-8,2025-10-17T19:00:00,0.0,2025-10-17T19:01:00,1.0
PN,EDFE-11,2025-10-17T19:00:00,0.0,2025-10-17T19:30:00,0.0
PN,EDFE-21,2025-10-17T19:00:00,1.0,2025-10-17T19:29:00,1.0
PN,EDFE-8,2025-10-17T19:01:00,1.0,2025-10-17T19:29:00,1.0
PN,EDFE-8,2025-10-17T19:29:00,1.0,2025-10-17T19:30:00,0.0
PN,EDFE-21,2025-10-17T19:29:00,1.0,2025-10-17T19:30:00,0.0
PN,EDFE-21,2025-10-17T19:30:00,0.0,2025-10-17T20:00:00,0.0
PN,EDFE-8,2025-10-17T19:30:00,0.0,2025-10-17T19:31:00,-5.0
PN,EDFE-11,2025-10-17T19:30:00,0.0,2025-10-17T20:00:00,0.0
PN,EDFE-8,2025-10-17T19:31:00,-5.0,2025-10-17T19:59:00,-5.0
PN,EDFE-8,2025-10-17T19:59:00,-5.0,2025-10-17T20:00:00,0.0
PN,EDFE-11,2025-10-17T20:00:00,0.0,2025-10-17T20:30:00,0.0
PN,EDFE-8,2025-10-17T20:00:00,0.0,2025-10-17T20:01:00,-2.0
PN,EDFE-21,2025-10-17T20:00:00,0.0,2025-10-17T20:01:00,1.0
PN,EDFE-8,2025-10-17T20:01:00,-2.0,2025-10-17T20:29:00,-2.0
PN,EDFE-21,2025-10-17T20:01:00,1.0,2025-10-17T20:30:00,1.0
PN,EDFE-8,2025-10-17T20:29:00,-2.0,2025-10-17T20:30:00,0.0
PN,EDFE-8,2025-10-17T20:30:00,0.0,2025-10-17T20:31:00,4.0
PN,EDFE-21,2025-10-17T20:30:00,1.0,2025-10-17T21:00:00,1.0
PN,EDFE-11,2025-10-17T20:30:00,0.0,2025-10-17T21:00:00,0.0
PN,EDFE-8,2025-10-17T20:31:00,4.0,2025-10-17T20:59:00,4.0
PN,EDFE-8,2025-10-17T20:59:00,4.0,2025-10-17T21:00:00,0.0
PN,EDFE-11,2025-10-17T21:00:00,0.0,2025-10-17T21:30:00,0.0
PN,EDFE-8,2025-10-17T21:00:00,0.0,2025-10-17T21:30:00,0.0
PN,EDFE-21,2025-10-17T21:00:00,1.0,2025-10-17T21:29:00,1.0
PN,EDFE-21,2025-10-17T21:29:00,1.0,2025-10-17T21:30:00,0.0
PN,EDFE-11,2025-10-17T21:30:00,0.0,2025-10-17T22:00:00,0.0
PN,EDFE-8,2025-10-17T21:30:00,0.0,2025-10-17T21:31:00,1.0
PN,EDFE-21,2025-10-17T21:30:00,0.0,2025-10-17T22:00:00,0.0
PN,EDFE-8,2025-10-17T21:31:00,1.0,2025-10-17T21:59:00,1.0
PN,EDFE-8,2025-10-17T21:59:00,1.0,2025-10-17T22:00:00,0.0
PN,EDFE-21,2025-10-17T22:00:00,0.0,2025-10-17T22:30:00,0.0
PN,EDFE-8,2025-10-17T22:00:00,0.0,2025-10-17T22:01:00,-2.0
PN,EDFE-11,2025-10-17T22:00:00,0.0,2025-10-17T22:30:00,0.0
PN,EDFE-8,2025-10-17T22:01:00,-2.0,2025-10-17T22:29:00,-2.0
PN,EDFE-8,2025-10-17T22:29:00,-2.0,2025-10-17T22:30:00,0.0
PN,EDFE-8,2025-10-17T22:30:00,0.0,2025-10-17T22:31:00,3.0
PN,EDFE-21,2025-10-17T22:30:00,0.0,2025-10-17T23:00:00,0.0
PN,EDFE-11,2025-10-17T22:30:00,0.0,2025-10-17T23:00:00,0.0
PN,EDFE-8,2025-10-17T22:31:00,3.0,2025-10-17T23:00:00,3.0
PN,EDFE-8,2025-10-17T23:00:00,3.0,2025-10-17T23:29:00,3.0
PN,EDFE-11,2025-10-17T23:00:00,0.0,2025-10-17T23:30:00,0.0
PN,EDFE-21,2025-10-17T23:00:00,0.0,2025-10-17T23:30:00,0.0
PN,EDFE-8,2025-10-17T23:29:00,3.0,2025-10-17T23:30:00,0.0
PN,EDFE-11,2025-10-17T23:30:00,0.0,2025-10-18T00:00:00,0.0
PN,EDFE-8,2025-10-17T23:30:00,0.0,2025-10-17T23:31:00,-5.0
PN,EDFE-21,2025-10-17T23:30:00,0.0,2025-10-18T00:00:00,0.0
PN,EDFE-8,2025-10-17T23:31:00,-5.0,2025-10-17T23:59:00,-5.0
PN,EDFE-8,2025-10-17T23:59:00,-5.0,2025-10-18T00:00:00,0.0
PN,EDFE-11,2025-10-18T00:00:00,0.0,2025-10-18T00:30:00,0.0
PN,EDFE-21,2025-10-18T00:00:00,0.0,2025-10-18T00:30:00,0.0
PN,EDFE-8,2025-10-18T00:00:00,0.0,2025-10-18T00:01:00,2.0
PN,EDFE-8,2025-10-18T00:01:00,2.0,2025-10-18T00:29:00,2.0
PN,EDFE-8,2025-10-18T00:29:00,2.0,2025-10-18T00:30:00,1.0
PN,EDFE-8,2025-10-18T00:30:00,1.0,2025-10-18T00:31:00,0.0
PN,EDFE-21,2025-10-18T00:30:00,0.0,2025-10-18T01:00:00,0.0
PN,EDFE-11,2025-10-18T00:30:00,0.0,2025-10-18T01:00:00,0.0
PN,EDFE-8,2025-10-18T00:31:00,0.0,2025-10-18T01:00:00,0.0
PN,EDFE-8,2025-10-18T01:00:00,0.0,2025-10-18T01:01:00,-1.0
PN,EDFE-21,2025-10-18T01:00:00,0.0,2025-10-18T01:30:00,0.0
PN,EDFE-11,2025-10-18T01:00:00,0.0,2025-10-18T01:30:00,0.0
PN,EDFE-8,2025-10-18T01:01:00,-1.0,2025-10-18T01:29:00,-1.0
PN,EDFE-8,2025-10-18T01:29:00,-1.0,2025-10-18T01:30:00,0.0
PN,EDFE-11,2025-10-18T01:30:00,0.0,2025-10-18T02:00:00,0.0
PN,EDFE-21,2025-10-18T01:30:00,0.0,2025-10-18T02:00:00,0.0
PN,EDFE-8,2025-10-18T01:30:00,0.0,2025-10-18T01:31:00,1.0
PN,EDFE-8,2025-10-18T01:31:00,1.0,2025-10-18T02:00:00,1.0
PN,EDFE-11,2025-10-18T02:30:00,0.0,2025-10-18T03:00:00,0.0
PN,EDFE-8,2025-10-18T02:30:00,0.0,2025-10-18T02:31:00,-5.0
PN,EDFE-21,2025-10-18T02:30:00,0.0,2025-10-18T02:31:00,-1.0
PN,EDFE-21,2025-10-18T02:31:00,-1.0,2025-10-18T02:59:00,-1.0
PN,EDFE-8,2025-10-18T02:31:00,-5.0,2025-10-18T02:59:00,-5.0
PN,EDFE-21,2025-10-18T02:59:00,-1.0,2025-10-18T03:00:00,0.0
PN,EDFE-8,2025-10-18T02:59:00,-5.0,2025-10-18T03:00:00,0.0
PN,EDFE-8,2025-10-18T03:00:00,0.0,2025-10-18T03:30:00,0.0
