auctionID,auctionProduct,serviceType,deliveryStart,deliveryEnd,clearedVolume,clearingPrice,linkedServiceWindowID
176,DML,Response,2024-03-25T15:00:00,2024-03-25T19:00:00,150.0,5.52,
176,DML,Response,2024-03-25T19:00:00,2024-03-25T23:00:00,150.0,3.28,
176,DRH,Response,2024-03-24T23:00:00,2024-03-25T03:00:00,350.0,-5.9,
176,DRH,Response,2024-03-25T03:00:00,2024-03-25T07:00:00,350.0,-0.75,
176,DRH,Response,2024-03-25T07:00:00,2024-03-25T11:00:00,350.0,-7.09,
176,DRH,Response,2024-03-25T11:00:00,2024-03-25T15:00:00,350.0,-5.86,
176,DRH,Response,2024-03-25T15:00:00,2024-03-25T19:00:00,350.0,-6.91,
176,DRH,Response,2024-03-25T19:00:00,2024-03-25T23:00:00,350.0,-5.58,
176,DRL,Response,2024-03-24T23:00:00,2024-03-25T03:00:00,284.0,6.05,
176,DRL,Response,2024-03-25T03:00:00,2024-03-25T07:00:00,321.0,8.1,
176,DRL,Response,2024-03-25T07:00:00,2024-03-25T11:00:00,287.0,8.0,
176,DRL,Response,2024-03-25T11:00:00,2024-03-25T15:00:00,273.0,4.57,
176,DRL,Response,2024-03-25T15:00:00,2024-03-25T19:00:00,285.0,8.19,
176,DRL,Response,2024-03-25T19:00:00,2024-03-25T23:00:00,266.0,7.54,
178,DCH,Response,2024-03-25T23:00:00,2024-03-26T03:00:00,1362.0,3.5,
178,DCH,Response,2024-03-26T03:00:00,2024-03-26T07:00:00,1343.0,4.75,
178,DCH,Response,2024-03-26T07:00:00,2024-03-26T11:00:00,1207.0,1.99,
178,DCH,Response,2024-03-26T11:00:00,2024-03-26T15:00:00,1105.0,3.0,
178,DCH,Response,2024-03-26T15:00:00,2024-03-26T19:00:00,1092.0,2.76,
178,DCH,Response,2024-03-26T19:00:00,2024-03-26T23:00:00,1145.0,2.17,
178,DCL,Response,2024-03-25T23:00:00,2024-03-26T03:00:00,1054.0,0.91,
178,DCL,Response,2024-03-26T03:00:00,2024-03-26T07:00:00,1046.0,1.0,
178,DCL,Response,2024-03-26T07:00:00,2024-03-26T11:00:00,1052.0,2.1,
178,DCL,Response,2024-03-26T11:00:00,2024-03-26T15:00:00,953.0,0.99,
178,DCL,Response,2024-03-26T15:00:00,2024-03-26T19:00:00,923.0,4.5,
178,DCL,Response,2024-03-26T19:00:00,2024-03-26T23:00:00,1035.0,2.5,
178,DMH,Response,2024-03-25T23:00:00,2024-03-26T03:00:00,150.0,2.0,
178,DMH,Response,2024-03-26T03:00:00,2024-03-26T07:00:00,150.0,1.8,
178,DMH,Response,2024-03-26T07:00:00,2024-03-26T11:00:00,150.0,2.33,
178,DMH,Response,2024-03-26T11:00:00,2024-03-26T15:00:00,150.0,0.5,
178,DMH,Response,2024-03-26T15:00:00,2024-03-26T19:00:00,150.0,2.42,
178,DMH,Response,2024-03-26T19:00:00,2024-03-26T23:00:00,151.0,-0.64,
178,DML,Response,2024-03-25T23:00:00,2024-03-26T03:00:00,150.0,3.18,
178,DML,Response,2024-03-26T03:00:00,2024-03-26T07:00:00,150.0,3.03,
178,DML,Response,2024-03-26T07:00:00,2024-03-26T11:00:00,150.0,4.6,
178,DML,Response,2024-03-26T11:00:00,2024-03-26T15:00:00,150.0,3.08,
178,DML,Response,2024-03-26T15:00:00,2024-03-26T19:00:00,150.0,6.02,
178,DML,Response,2024-03-26T19:00:00,2024-03-26T23:00:00,150.0,4.57,
178,DRH,Response,2024-03-25T23:00:00,2024-03-26T03:00:00,350.0,-4.0,
178,DRH,Response,2024-03-26T03:00:00,2024-03-26T07:00:00,350.0,-1.0,
178,DRH,Response,2024-03-26T07:00:00,2024-03-26T11:00:00,350.0,-5.0,
178,DRH,Response,2024-03-26T11:00:00,2024-03-26T15:00:00,350.0,-4.5,
178,DRH,Response,2024-03-26T15:00:00,2024-03-26T19:00:00,350.0,-5.07,
178,DRH,Response,2024-03-26T19:00:00,2024-03-26T23:00:00,350.0,-3.8,
178,DRL,Response,2024-03-25T23:00:00,2024-03-26T03:00:00,322.0,6.0,
178,DRL,Response,2024-03-26T03:00:00,2024-03-26T07:00:00,330.0,6.24,
178,DRL,Response,2024-03-26T07:00:00,2024-03-26T11:00:00,328.0,7.0,
178,DRL,Response,2024-03-26T11:00:00,2024-03-26T15:00:00,330.0,6.0,
178,DRL,Response,2024-03-26T15:00:00,2024-03-26T19:00:00,330.0,7.2,
178,DRL,Response,2024-03-26T19:00:00,2024-03-26T23:00:00,296.0,7.0,
180,DCH,Response,2024-03-26T23:00:00,2024-03-27T03:00:00,1362.0,1.38,
180,DCH,Response,2024-03-27T03:00:00,2024-03-27T07:00:00,1343.0,2.57,
180,DCH,Response,2024-03-27T07:00:00,2024-03-27T11:00:00,1291.0,2.61,
180,DCH,Response,2024-03-27T11:00:00,2024-03-27T15:00:00,1248.0,2.61,
180,DCH,Response,2024-03-27T15:00:00,2024-03-27T19:00:00,1235.0,2.34,
180,DCH,Response,2024-03-27T19:00:00,2024-03-27T23:00:00,1189.0,1.28,
180,DCL,Response,2024-03-26T23:00:00,2024-03-27T03:00:00,1067.0,1.0,
180,DCL,Response,2024-03-27T03:00:00,2024-03-27T07:00:00,1069.0,1.24,
180,DCL,Response,2024-03-27T07:00:00,2024-03-27T11:00:00,1039.0,2.0,
180,DCL,Response,2024-03-27T11:00:00,2024-03-27T15:00:00,1037.0,0.91,
180,DCL,Response,2024-03-27T15:00:00,2024-03-27T19:00:00,1027.0,5.51,
180,DCL,Response,2024-03-27T19:00:00,2024-03-27T23:00:00,1029.0,2.0,
180,DMH,Response,2024-03-26T23:00:00,2024-03-27T03:00:00,163.0,-0.5,
180,DMH,Response,2024-03-27T03:00:00,2024-03-27T07:00:00,150.0,2.08,
180,DMH,Response,2024-03-27T07:00:00,2024-03-27T11:00:00,150.0,1.0,
180,DMH,Response,2024-03-27T11:00:00,2024-03-27T15:00:00,150.0,1.84,
180,DMH,Response,2024-03-27T15:00:00,2024-03-27T19:00:00,150.0,2.02,
180,DMH,Response,2024-03-27T19:00:00,2024-03-27T23:00:00,150.0,0.19,
180,DML,Response,2024-03-26T23:00:00,2024-03-27T03:00:00,150.0,2.81,
180,DML,Response,2024-03-27T03:00:00,2024-03-27T07:00:00,150.0,2.69,
180,DML,Response,2024-03-27T07:00:00,2024-03-27T11:00:00,150.0,3.41,
180,DML,Response,2024-03-27T11:00:00,2024-03-27T15:00:00,150.0,2.85,
180,DML,Response,2024-03-27T15:00:00,2024-03-27T19:00:00,150.0,6.67,
180,DML,Response,2024-03-27T19:00:00,2024-03-27T23:00:00,150.0,4.16,
180,DRH,Response,2024-03-26T23:00:00,2024-03-27T03:00:00,350.0,-4.61,
180,DRH,Response,2024-03-27T03:00:00,2024-03-27T07:00:00,350.0,-3.24,
180,DRH,Response,2024-03-27T07:00:00,2024-03-27T11:00:00,349.0,-3.0,
180,DRH,Response,2024-03-27T11:00:00,2024-03-27T15:00:00,350.0,-4.46,
180,DRH,Response,2024-03-27T15:00:00,2024-03-27T19:00:00,350.0,-2.94,
180,DRH,Response,2024-03-27T19:00:00,2024-03-27T23:00:00,350.0,-5.0,
180,DRL,Response,2024-03-26T23:00:00,2024-03-27T03:00:00,278.0,5.43,
180,DRL,Response,2024-03-27T03:00:00,2024-03-27T07:00:00,319.0,6.45,
180,DRL,Response,2024-03-27T07:00:00,2024-03-27T11:00:00,315.0,5.45,
180,DRL,Response,2024-03-27T11:00:00,2024-03-27T15:00:00,310.0,4.74,
180,DRL,Response,2024-03-27T15:00:00,2024-03-27T19:00:00,319.0,6.47,
180,DRL,Response,2024-03-27T19:00:00,2024-03-27T23:00:00,310.0,6.83,
182,DCH,Response,2024-03-27T23:00:00,2024-03-28T03:00:00,1361.0,1.57,
182,DCH,Response,2024-03-28T03:00:00,2024-03-28T07:00:00,1343.0,3.5,
182,DCH,Response,2024-03-28T07:00:00,2024-03-28T11:00:00,1303.0,1.39,
182,DCH,Response,2024-03-28T11:00:00,2024-03-28T15:00:00,1363.0,6.0,
182,DCH,Response,2024-03-28T15:00:00,2024-03-28T19:00:00,1368.0,4.0,
182,DCH,Response,2024-03-28T19:00:00,2024-03-28T23:00:00,1280.0,2.75,
182,DCL,Response,2024-03-27T23:00:00,2024-03-28T03:00:00,1059.0,1.22,
182,DCL,Response,2024-03-28T03:00:00,2024-03-28T07:00:00,1064.0,0.85,
182,DCL,Response,2024-03-28T07:00:00,2024-03-28T11:00:00,1041.0,1.14,
182,DCL,Response,2024-03-28T11:00:00,2024-03-28T15:00:00,1040.0,0.89,
182,DCL,Response,2024-03-28T15:00:00,2024-03-28T19:00:00,1053.0,3.0,
182,DCL,Response,2024-03-28T19:00:00,2024-03-28T23:00:00,1034.0,2.61,
182,DMH,Response,2024-03-27T23:00:00,2024-03-28T03:00:00,150.0,1.0,
182,DMH,Response,2024-03-28T03:00:00,2024-03-28T07:00:00,150.0,2.0,
182,DMH,Response,2024-03-28T07:00:00,2024-03-28T11:00:00,168.0,-0.5,
182,DMH,Response,2024-03-28T11:00:00,2024-03-28T15:00:00,150.0,4.1,
182,DMH,Response,2024-03-28T15:00:00,2024-03-28T19:00:00,149.0,4.2,
182,DMH,Response,2024-03-28T19:00:00,2024-03-28T23:00:00,150.0,0.75,
182,DML,Response,2024-03-27T23:00:00,2024-03-28T03:00:00,150.0,1.0,
182,DML,Response,2024-03-28T03:00:00,2024-03-28T07:00:00,150.0,1.07,
182,DML,Response,2024-03-28T07:00:00,2024-03-28T11:00:00,150.0,3.25,
182,DML,Response,2024-03-28T11:00:00,2024-03-28T15:00:00,150.0,1.8,
182,DML,Response,2024-03-28T15:00:00,2024-03-28T19:00:00,146.0,5.55,
182,DML,Response,2024-03-28T19:00:00,2024-03-28T23:00:00,150.0,4.39,
182,DRH,Response,2024-03-27T23:00:00,2024-03-28T03:00:00,350.0,-4.52,
182,DRH,Response,2024-03-28T03:00:00,2024-03-28T07:00:00,350.0,-2.0,
182,DRH,Response,2024-03-28T07:00:00,2024-03-28T11:00:00,350.0,-4.5,
182,DRH,Response,2024-03-28T11:00:00,2024-03-28T15:00:00,350.0,-1.0,
182,DRH,Response,2024-03-28T15:00:00,2024-03-28T19:00:00,336.0,-3.44,
182,DRH,Response,2024-03-28T19:00:00,2024-03-28T23:00:00,350.0,-2.74,
182,DRL,Response,2024-03-27T23:00:00,2024-03-28T03:00:00,328.0,5.5,
182,DRL,Response,2024-03-28T03:00:00,2024-03-28T07:00:00,330.0,5.0,
182,DRL,Response,2024-03-28T07:00:00,2024-03-28T11:00:00,276.0,4.75,
182,DRL,Response,2024-03-28T11:00:00,2024-03-28T15:00:00,315.0,4.0,
182,DRL,Response,2024-03-28T15:00:00,2024-03-28T19:00:00,268.0,9.64,
182,DRL,Response,2024-03-28T19:00:00,2024-03-28T23:00:00,290.0,6.47,
184,DCH,Response,2024-03-28T23:00:00,2024-03-29T03:00:00,1362.0,2.27,
184,DCH,Response,2024-03-29T03:00:00,2024-03-29T07:00:00,1343.0,1.49,
184,DCH,Response,2024-03-29T07:00:00,2024-03-29T11:00:00,1369.0,1.19,
184,DCH,Response,2024-03-29T11:00:00,2024-03-29T15:00:00,1364.0,6.0,
184,DCH,Response,2024-03-29T15:00:00,2024-03-29T19:00:00,1368.0,3.32,
184,DCH,Response,2024-03-29T19:00:00,2024-03-29T23:00:00,1350.0,2.1,
184,DCL,Response,2024-03-28T23:00:00,2024-03-29T03:00:00,1077.0,1.07,
184,DCL,Response,2024-03-29T03:00:00,2024-03-29T07:00:00,1083.0,0.74,
184,DCL,Response,2024-03-29T07:00:00,2024-03-29T11:00:00,1059.0,2.38,
184,DCL,Response,2024-03-29T11:00:00,2024-03-29T15:00:00,1073.0,1.32,
184,DCL,Response,2024-03-29T15:00:00,2024-03-29T19:00:00,1063.0,3.32,
184,DCL,Response,2024-03-29T19:00:00,2024-03-29T23:00:00,1049.0,2.1,
184,DMH,Response,2024-03-28T23:00:00,2024-03-29T03:00:00,150.0,1.13,
184,DMH,Response,2024-03-29T03:00:00,2024-03-29T07:00:00,150.0,0.41,
184,DMH,Response,2024-03-29T07:00:00,2024-03-29T11:00:00,166.0,-0.25,
184,DMH,Response,2024-03-29T11:00:00,2024-03-29T15:00:00,150.0,6.12,
184,DMH,Response,2024-03-29T15:00:00,2024-03-29T19:00:00,150.0,0.73,
184,DMH,Response,2024-03-29T19:00:00,2024-03-29T23:00:00,150.0,-1.67,
184,DML,Response,2024-03-28T23:00:00,2024-03-29T03:00:00,150.0,2.36,
184,DML,Response,2024-03-29T03:00:00,2024-03-29T07:00:00,150.0,2.48,
184,DML,Response,2024-03-29T07:00:00,2024-03-29T11:00:00,150.0,3.81,
184,DML,Response,2024-03-29T11:00:00,2024-03-29T15:00:00,150.0,2.59,
184,DML,Response,2024-03-29T15:00:00,2024-03-29T19:00:00,150.0,6.0,
184,DML,Response,2024-03-29T19:00:00,2024-03-29T23:00:00,150.0,3.94,
184,DRH,Response,2024-03-28T23:00:00,2024-03-29T03:00:00,350.0,-2.5,
184,DRH,Response,2024-03-29T03:00:00,2024-03-29T07:00:00,350.0,-3.49,
184,DRH,Response,2024-03-29T07:00:00,2024-03-29T11:00:00,350.0,-5.06,
184,DRH,Response,2024-03-29T11:00:00,2024-03-29T15:00:00,340.0,-0.01,
184,DRH,Response,2024-03-29T15:00:00,2024-03-29T19:00:00,350.0,-4.72,
184,DRH,Response,2024-03-29T19:00:00,2024-03-29T23:00:00,350.0,-3.97,
184,DRL,Response,2024-03-28T23:00:00,2024-03-29T03:00:00,247.0,6.0,
184,DRL,Response,2024-03-29T03:00:00,2024-03-29T07:00:00,278.0,6.45,
184,DRL,Response,2024-03-29T07:00:00,2024-03-29T11:00:00,287.0,7.0,
184,DRL,Response,2024-03-29T11:00:00,2024-03-29T15:00:00,266.0,6.62,
184,DRL,Response,2024-03-29T15:00:00,2024-03-29T19:00:00,245.0,7.5,
184,DRL,Response,2024-03-29T19:00:00,2024-03-29T23:00:00,329.0,7.88,
186,DCH,Response,2024-03-29T23:00:00,2024-03-30T03:00:00,1362.0,2.4,
186,DCH,Response,2024-03-30T03:00:00,2024-03-30T07:00:00,1343.0,1.47,
186,DCH,Response,2024-03-30T07:00:00,2024-03-30T11:00:00,1369.0,1.18,
186,DCH,Response,2024-03-30T11:00:00,2024-03-30T15:00:00,1294.0,2.0,
186,DCH,Response,2024-03-30T15:00:00,2024-03-30T19:00:00,1284.0,2.75,
186,DCH,Response,2024-03-30T19:00:00,2024-03-30T23:00:00,1176.0,2.02,
186,DCL,Response,2024-03-29T23:00:00,2024-03-30T03:00:00,1082.0,0.95,
186,DCL,Response,2024-03-30T03:00:00,2024-03-30T07:00:00,1079.0,0.5,
186,DCL,Response,2024-03-30T07:00:00,2024-03-30T11:00:00,1078.0,0.94,
186,DCL,Response,2024-03-30T11:00:00,2024-03-30T15:00:00,1076.0,0.75,
186,DCL,Response,2024-03-30T15:00:00,2024-03-30T19:00:00,1066.0,2.0,
186,DCL,Response,2024-03-30T19:00:00,2024-03-30T23:00:00,1065.0,2.5,
186,DMH,Response,2024-03-29T23:00:00,2024-03-30T03:00:00,150.0,1.38,
186,DMH,Response,2024-03-30T03:00:00,2024-03-30T07:00:00,151.0,-0.96,
186,DMH,Response,2024-03-30T07:00:00,2024-03-30T11:00:00,157.0,-0.01,
186,DMH,Response,2024-03-30T11:00:00,2024-03-30T15:00:00,150.0,-0.08,
186,DMH,Response,2024-03-30T15:00:00,2024-03-30T19:00:00,150.0,0.83,
186,DMH,Response,2024-03-30T19:00:00,2024-03-30T23:00:00,152.0,-0.03,
186,DML,Response,2024-03-29T23:00:00,2024-03-30T03:00:00,150.0,2.85,
186,DML,Response,2024-03-30T03:00:00,2024-03-30T07:00:00,150.0,2.96,
186,DML,Response,2024-03-30T07:00:00,2024-03-30T11:00:00,150.0,3.03,
186,DML,Response,2024-03-30T11:00:00,2024-03-30T15:00:00,150.0,2.8,
186,DML,Response,2024-03-30T15:00:00,2024-03-30T19:00:00,150.0,4.61,
186,DML,Response,2024-03-30T19:00:00,2024-03-30T23:00:00,150.0,5.15,
186,DRH,Response,2024-03-29T23:00:00,2024-03-30T03:00:00,350.0,-4.75,
186,DRH,Response,2024-03-30T03:00:00,2024-03-30T07:00:00,350.0,-6.2,
186,DRH,Response,2024-03-30T07:00:00,2024-03-30T11:00:00,350.0,-5.91,
186,DRH,Response,2024-03-30T11:00:00,2024-03-30T15:00:00,350.0,-5.29,
186,DRH,Response,2024-03-30T15:00:00,2024-03-30T19:00:00,350.0,-5.05,
186,DRH,Response,2024-03-30T19:00:00,2024-03-30T23:00:00,350.0,-5.3,
186,DRL,Response,2024-03-29T23:00:00,2024-03-30T03:00:00,244.0,8.5,
186,DRL,Response,2024-03-30T03:00:00,2024-03-30T07:00:00,262.0,9.03,
186,DRL,Response,2024-03-30T07:00:00,2024-03-30T11:00:00,270.0,7.73,
186,DRL,Response,2024-03-30T11:00:00,2024-03-30T15:00:00,330.0,7.38,
186,DRL,Response,2024-03-30T15:00:00,2024-03-30T19:00:00,269.0,10.89,
186,DRL,Response,2024-03-30T19:00:00,2024-03-30T23:00:00,240.0,10.5,
188,DCH,Response,2024-03-30T23:00:00,2024-03-31T02:00:00,1249.0,0.87,
188,DCH,Response,2024-03-31T02:00:00,2024-03-31T06:00:00,1272.0,0.79,
188,DCH,Response,2024-03-31T06:00:00,2024-03-31T10:00:00,1312.0,2.0,
188,DCH,Response,2024-03-31T10:00:00,2024-03-31T14:00:00,1303.0,3.9,
188,DCH,Response,2024-03-31T14:00:00,2024-03-31T18:00:00,1299.0,4.37,
188,DCH,Response,2024-03-31T18:00:00,2024-03-31T22:00:00,1183.0,0.65,
188,DCL,Response,2024-03-30T23:00:00,2024-03-31T02:00:00,1054.0,1.13,
188,DCL,Response,2024-03-31T02:00:00,2024-03-31T06:00:00,1070.0,0.94,
188,DCL,Response,2024-03-31T06:00:00,2024-03-31T10:00:00,1081.0,0.96,
188,DCL,Response,2024-03-31T10:00:00,2024-03-31T14:00:00,1088.0,1.07,
188,DCL,Response,2024-03-31T14:00:00,2024-03-31T18:00:00,1073.0,2.15,
188,DCL,Response,2024-03-31T18:00:00,2024-03-31T22:00:00,1067.0,1.82,
188,DMH,Response,2024-03-30T23:00:00,2024-03-31T02:00:00,169.0,-0.5,
188,DMH,Response,2024-03-31T02:00:00,2024-03-31T06:00:00,170.0,-0.95,
188,DMH,Response,2024-03-31T06:00:00,2024-03-31T10:00:00,150.0,0.86,
188,DMH,Response,2024-03-31T10:00:00,2024-03-31T14:00:00,150.0,0.46,
188,DMH,Response,2024-03-31T14:00:00,2024-03-31T18:00:00,150.0,3.0,
188,DMH,Response,2024-03-31T18:00:00,2024-03-31T22:00:00,170.0,-0.75,
188,DML,Response,2024-03-30T23:00:00,2024-03-31T02:00:00,149.0,2.5,
188,DML,Response,2024-03-31T02:00:00,2024-03-31T06:00:00,150.0,2.95,
188,DML,Response,2024-03-31T06:00:00,2024-03-31T10:00:00,150.0,2.88,
188,DML,Response,2024-03-31T10:00:00,2024-03-31T14:00:00,150.0,2.88,
188,DML,Response,2024-03-31T14:00:00,2024-03-31T18:00:00,150.0,3.44,
188,DML,Response,2024-03-31T18:00:00,2024-03-31T22:00:00,150.0,3.17,
188,DRH,Response,2024-03-30T23:00:00,2024-03-31T02:00:00,350.0,-6.25,
188,DRH,Response,2024-03-31T02:00:00,2024-03-31T06:00:00,350.0,-6.09,
188,DRH,Response,2024-03-31T06:00:00,2024-03-31T10:00:00,350.0,-6.01,
188,DRH,Response,2024-03-31T10:00:00,2024-03-31T14:00:00,350.0,-3.0,
188,DRH,Response,2024-03-31T14:00:00,2024-03-31T18:00:00,350.0,-3.98,
188,DRH,Response,2024-03-31T18:00:00,2024-03-31T22:00:00,350.0,-5.73,
188,DRL,Response,2024-03-30T23:00:00,2024-03-31T02:00:00,282.0,8.5,
188,DRL,Response,2024-03-31T02:00:00,2024-03-31T06:00:00,298.0,6.45,
188,DRL,Response,2024-03-31T06:00:00,2024-03-31T10:00:00,324.0,7.06,
188,DRL,Response,2024-03-31T10:00:00,2024-03-31T14:00:00,274.0,6.62,
188,DRL,Response,2024-03-31T14:00:00,2024-03-31T18:00:00,270.0,8.02,
188,DRL,Response,2024-03-31T18:00:00,2024-03-31T22:00:00,268.0,9.0,
190,DCH,Response,2024-03-31T22:00:00,2024-04-01T02:00:00,1362.0,1.7,
190,DCH,Response,2024-04-01T02:00:00,2024-04-01T06:00:00,1391.0,3.5,
190,DCH,Response,2024-04-01T06:00:00,2024-04-01T10:00:00,1369.0,2.25,
190,DCH,Response,2024-04-01T10:00:00,2024-04-01T14:00:00,1364.0,2.94,
190,DCH,Response,2024-04-01T14:00:00,2024-04-01T18:00:00,1307.0,3.0,
190,DCH,Response,2024-04-01T18:00:00,2024-04-01T22:00:00,1225.0,1.0,
190,DCL,Response,2024-03-31T22:00:00,2024-04-01T02:00:00,1100.0,1.14,
190,DCL,Response,2024-04-01T02:00:00,2024-04-01T06:00:00,1100.0,0.79,
190,DCL,Response,2024-04-01T06:00:00,2024-04-01T10:00:00,1070.0,1.0,
190,DCL,Response,2024-04-01T10:00:00,2024-04-01T14:00:00,1073.0,1.2,
190,DCL,Response,2024-04-01T14:00:00,2024-04-01T18:00:00,1037.0,1.51,
190,DCL,Response,2024-04-01T18:00:00,2024-04-01T22:00:00,1036.0,2.45,
190,DMH,Response,2024-03-31T22:00:00,2024-04-01T02:00:00,150.0,-0.4,
190,DMH,Response,2024-04-01T02:00:00,2024-04-01T06:00:00,150.0,2.63,
190,DMH,Response,2024-04-01T06:00:00,2024-04-01T10:00:00,150.0,-0.75,
190,DMH,Response,2024-04-01T10:00:00,2024-04-01T14:00:00,150.0,2.04,
190,DMH,Response,2024-04-01T14:00:00,2024-04-01T18:00:00,150.0,3.0,
190,DMH,Response,2024-04-01T18:00:00,2024-04-01T22:00:00,169.0,-1.0,
190,DML,Response,2024-03-31T22:00:00,2024-04-01T02:00:00,150.0,2.53,
190,DML,Response,2024-04-01T02:00:00,2024-04-01T06:00:00,150.0,2.62,
190,DML,Response,2024-04-01T06:00:00,2024-04-01T10:00:00,150.0,3.18,
190,DML,Response,2024-04-01T10:00:00,2024-04-01T14:00:00,150.0,3.01,
190,DML,Response,2024-04-01T14:00:00,2024-04-01T18:00:00,150.0,4.1,
190,DML,Response,2024-04-01T18:00:00,2024-04-01T22:00:00,150.0,4.81,
190,DRH,Response,2024-03-31T22:00:00,2024-04-01T02:00:00,350.0,-4.61,
190,DRH,Response,2024-04-01T02:00:00,2024-04-01T06:00:00,350.0,-3.26,
190,DRH,Response,2024-04-01T06:00:00,2024-04-01T10:00:00,350.0,-4.81,
190,DRH,Response,2024-04-01T10:00:00,2024-04-01T14:00:00,350.0,-3.71,
190,DRH,Response,2024-04-01T14:00:00,2024-04-01T18:00:00,350.0,-5.81,
190,DRH,Response,2024-04-01T18:00:00,2024-04-01T22:00:00,350.0,-6.26,
190,DRL,Response,2024-03-31T22:00:00,2024-04-01T02:00:00,244.0,7.0,
190,DRL,Response,2024-04-01T02:00:00,2024-04-01T06:00:00,267.0,6.79,
190,DRL,Response,2024-04-01T06:00:00,2024-04-01T10:00:00,283.0,6.77,
190,DRL,Response,2024-04-01T10:00:00,2024-04-01T14:00:00,302.0,7.51,
190,DRL,Response,2024-04-01T14:00:00,2024-04-01T18:00:00,267.0,7.76,
190,DRL,Response,2024-04-01T18:00:00,2024-04-01T22:00:00,267.0,7.79,
192,DCH,Response,2024-04-01T22:00:00,2024-04-02T02:00:00,1362.0,1.07,
192,DCH,Response,2024-04-02T02:00:00,2024-04-02T06:00:00,1343.0,2.0,
192,DCH,Response,2024-04-02T06:00:00,2024-04-02T10:00:00,1230.0,1.25,
192,DCH,Response,2024-04-02T10:00:00,2024-04-02T14:00:00,1189.0,1.0,
192,DCH,Response,2024-04-02T14:00:00,2024-04-02T18:00:00,1181.0,1.0,
192,DCH,Response,2024-04-02T18:00:00,2024-04-02T22:00:00,1176.0,1.18,
192,DCL,Response,2024-04-01T22:00:00,2024-04-02T02:00:00,1076.0,0.96,
192,DCL,Response,2024-04-02T02:00:00,2024-04-02T06:00:00,1059.0,0.93,
192,DCL,Response,2024-04-02T06:00:00,2024-04-02T10:00:00,1043.0,2.5,
192,DCL,Response,2024-04-02T10:00:00,2024-04-02T14:00:00,1049.0,1.0,
192,DCL,Response,2024-04-02T14:00:00,2024-04-02T18:00:00,1021.0,1.49,
192,DCL,Response,2024-04-02T18:00:00,2024-04-02T22:00:00,1038.0,2.0,
192,DMH,Response,2024-04-01T22:00:00,2024-04-02T02:00:00,159.0,-1.28,
192,DMH,Response,2024-04-02T02:00:00,2024-04-02T06:00:00,150.0,0.28,
192,DMH,Response,2024-04-02T06:00:00,2024-04-02T10:00:00,151.0,-0.11,
192,DMH,Response,2024-04-02T10:00:00,2024-04-02T14:00:00,170.0,-0.5,
192,DMH,Response,2024-04-02T14:00:00,2024-04-02T18:00:00,170.0,-0.75,
192,DMH,Response,2024-04-02T18:00:00,2024-04-02T22:00:00,152.0,0.35,
192,DML,Response,2024-04-01T22:00:00,2024-04-02T02:00:00,150.0,3.28,
192,DML,Response,2024-04-02T02:00:00,2024-04-02T06:00:00,150.0,3.01,
192,DML,Response,2024-04-02T06:00:00,2024-04-02T10:00:00,150.0,3.86,
192,DML,Response,2024-04-02T10:00:00,2024-04-02T14:00:00,150.0,3.09,
192,DML,Response,2024-04-02T14:00:00,2024-04-02T18:00:00,150.0,2.95,
192,DML,Response,2024-04-02T18:00:00,2024-04-02T22:00:00,150.0,3.29,
192,DRH,Response,2024-04-01T22:00:00,2024-04-02T02:00:00,350.0,-6.19,
192,DRH,Response,2024-04-02T02:00:00,2024-04-02T06:00:00,350.0,-5.11,
192,DRH,Response,2024-04-02T06:00:00,2024-04-02T10:00:00,350.0,-6.96,
192,DRH,Response,2024-04-02T10:00:00,2024-04-02T14:00:00,350.0,-5.5,
192,DRH,Response,2024-04-02T14:00:00,2024-04-02T18:00:00,350.0,-6.97,
192,DRH,Response,2024-04-02T18:00:00,2024-04-02T22:00:00,350.0,-4.76,
192,DRL,Response,2024-04-01T22:00:00,2024-04-02T02:00:00,232.0,5.05,
192,DRL,Response,2024-04-02T02:00:00,2024-04-02T06:00:00,247.0,5.77,
192,DRL,Response,2024-04-02T06:00:00,2024-04-02T10:00:00,261.0,5.9,
192,DRL,Response,2024-04-02T10:00:00,2024-04-02T14:00:00,264.0,6.62,
192,DRL,Response,2024-04-02T14:00:00,2024-04-02T18:00:00,239.0,6.63,
192,DRL,Response,2024-04-02T18:00:00,2024-04-02T22:00:00,243.0,7.54,
194,DCH,Response,2024-04-02T22:00:00,2024-04-03T02:00:00,1362.0,1.36,
194,DCH,Response,2024-04-03T02:00:00,2024-04-03T06:00:00,1343.0,5.21,
194,DCH,Response,2024-04-03T06:00:00,2024-04-03T10:00:00,1301.0,1.48,
194,DCH,Response,2024-04-03T10:00:00,2024-04-03T14:00:00,1244.0,2.25,
194,DCH,Response,2024-04-03T14:00:00,2024-04-03T18:00:00,1258.0,2.35,
194,DCH,Response,2024-04-03T18:00:00,2024-04-03T22:00:00,1217.0,1.48,
194,DCL,Response,2024-04-02T22:00:00,2024-04-03T02:00:00,1058.0,0.64,
194,DCL,Response,2024-04-03T02:00:00,2024-04-03T06:00:00,1068.0,1.0,
194,DCL,Response,2024-04-03T06:00:00,2024-04-03T10:00:00,1056.0,2.95,
194,DCL,Response,2024-04-03T10:00:00,2024-04-03T14:00:00,1073.0,0.94,
194,DCL,Response,2024-04-03T14:00:00,2024-04-03T18:00:00,1054.0,2.59,
